reference_method,candidate_method,target_fpir,metric,reference_successes,candidate_successes,both_successes,total,candidate_minus_reference,paired_bootstrap95_low,paired_bootstrap95_high,resampling_unit,resamples,random_seed,threshold_uncertainty_included,multiple_comparison_adjustment
fiqa_s_5bin,fiqa_l_5bin,0.01,fpir,1315,1271,1027,121736,-0.00036143786554511403,-0.0007639482158112637,8.214496944207137e-06,query,2000,8972,False,none
fiqa_s_5bin,fiqa_l_5bin,0.01,tpir_at_rank_k,1,11,1,60423,0.00016549989242506993,4.9693924782932436e-05,0.0003210409133101421,mated_identity_cluster,2000,8972,False,none
fiqa_s_2bin,fiqa_s_5bin,0.01,fpir,1310,1315,1200,121736,4.1072484721035685e-05,-0.00019735328908457612,0.0002875073930472498,query,2000,8972,False,none
fiqa_s_2bin,fiqa_s_5bin,0.01,tpir_at_rank_k,1,1,1,60423,0.0,0.0,0.0,mated_identity_cluster,2000,8972,False,none
fiqa_l_2bin,fiqa_l_5bin,0.01,fpir,1316,1271,1068,121736,-0.00036965236248932116,-0.0007064467372018138,-4.1072484721035685e-05,query,2000,8972,False,none
fiqa_l_2bin,fiqa_l_5bin,0.01,tpir_at_rank_k,3,11,1,60423,0.00013239991394005594,0.0,0.0002945206687075897,mated_identity_cluster,2000,8972,False,none
global_empirical,fiqa_s_2bin,0.05,fpir,6354,6275,5850,121736,-0.0006489452585923638,-0.001150234934612604,-0.00013964644805152134,query,2000,8972,False,none
global_empirical,fiqa_s_2bin,0.05,tpir_at_rank_k,86,87,71,60423,1.6549989242506992e-05,-0.00020045330449850978,0.00021325809687414268,mated_identity_cluster,2000,8972,False,none
global_safe,fiqa_s_2bin,0.05,fpir,6269,6275,5815,121736,4.928698166524282e-05,-0.00046001182887559964,0.000542156798317671,query,2000,8972,False,none
global_safe,fiqa_s_2bin,0.05,tpir_at_rank_k,81,87,70,60423,9.929993545504196e-05,-6.685413794755737e-05,0.0002632656865648265,mated_identity_cluster,2000,8972,False,none
global_empirical,fiqa_l_2bin,0.05,fpir,6354,6218,5574,121736,-0.0011171715844121707,-0.0017332588552277058,-0.0004926644542288242,query,2000,8972,False,none
global_empirical,fiqa_l_2bin,0.05,tpir_at_rank_k,86,99,67,60423,0.0002151498601525909,-0.00013364381885656415,0.0005692243583095842,mated_identity_cluster,2000,8972,False,none
global_safe,fiqa_l_2bin,0.05,fpir,6269,6218,5542,121736,-0.00041893934415456396,-0.0010350266149700992,0.00020536242360517842,query,2000,8972,False,none
global_safe,fiqa_l_2bin,0.05,tpir_at_rank_k,81,99,66,60423,0.00029789980636512584,0.0,0.000623381382094245,mated_identity_cluster,2000,8972,False,none
global_empirical,fiqa_s_5bin,0.05,fpir,6354,6239,5679,121736,-0.0009446671485838208,-0.0015198872971019252,-0.00034500887165669973,query,2000,8972,False,none
global_empirical,fiqa_s_5bin,0.05,tpir_at_rank_k,86,92,71,60423,9.929993545504196e-05,-0.00014163124969850352,0.0003350355371013178,mated_identity_cluster,2000,8972,False,none
global_safe,fiqa_s_5bin,0.05,fpir,6269,6239,5671,121736,-0.0002464349083262141,-0.0008214496944207137,0.0002875073930472498,query,2000,8972,False,none
global_safe,fiqa_s_5bin,0.05,tpir_at_rank_k,81,92,71,60423,0.0001820498816675769,0.0,0.0003828486185489334,mated_identity_cluster,2000,8972,False,none
global_empirical,fiqa_l_5bin,0.05,fpir,6354,6290,5128,121736,-0.0005257278044292567,-0.0013389630019057634,0.00023822041138200697,query,2000,8972,False,none
global_empirical,fiqa_l_5bin,0.05,tpir_at_rank_k,86,177,60,60423,0.0015060490210681364,0.0008486764518981792,0.002234584621783418,mated_identity_cluster,2000,8972,False,none
global_safe,fiqa_l_5bin,0.05,fpir,6269,6290,5127,121736,0.00017250443582834986,-0.0006160872708155352,0.0009446671485838208,query,2000,8972,False,none
global_safe,fiqa_l_5bin,0.05,tpir_at_rank_k,81,177,60,60423,0.0015887989672806713,0.0009607552800607689,0.0022749587354292896,mated_identity_cluster,2000,8972,False,none
fiqa_s_2bin,fiqa_l_2bin,0.05,fpir,6275,6218,5586,121736,-0.0004682263258198068,-0.001076099099691135,0.00014786094499572846,query,2000,8972,False,none
fiqa_s_2bin,fiqa_l_2bin,0.05,tpir_at_rank_k,87,99,66,60423,0.00019859987091008392,-6.890383648082788e-05,0.0005011662222680342,mated_identity_cluster,2000,8972,False,none
fiqa_s_5bin,fiqa_l_5bin,0.05,fpir,6239,6290,5068,121736,0.00041893934415456396,-0.0003942958533219426,0.001191102056910035,query,2000,8972,False,none
fiqa_s_5bin,fiqa_l_5bin,0.05,tpir_at_rank_k,92,177,57,60423,0.0014067490856130944,0.0007618571153377323,0.0021198616569397936,mated_identity_cluster,2000,8972,False,none
fiqa_s_2bin,fiqa_s_5bin,0.05,fpir,6275,6239,5737,121736,-0.0002957218899914569,-0.0008216550568443184,0.0002302112768614039,query,2000,8972,False,none
fiqa_s_2bin,fiqa_s_5bin,0.05,tpir_at_rank_k,87,92,72,60423,8.274994621253496e-05,-0.00010040116773083297,0.00027756759836614466,mated_identity_cluster,2000,8972,False,none
fiqa_l_2bin,fiqa_l_5bin,0.05,fpir,6218,6290,5143,121736,0.0005914437799829139,-0.00017250443582834986,0.001314319511073142,query,2000,8972,False,none
fiqa_l_2bin,fiqa_l_5bin,0.05,tpir_at_rank_k,99,177,60,60423,0.0012908991609155455,0.0006918136371852935,0.0019527684823479618,mated_identity_cluster,2000,8972,False,none
global_empirical,fiqa_s_2bin,0.1,fpir,11951,11768,10747,121736,-0.0015032529407899061,-0.0022920500098573956,-0.0007721627127554708,query,2000,8972,False,none
global_empirical,fiqa_s_2bin,0.1,tpir_at_rank_k,374,370,298,60423,-6.619995697002797e-05,-0.0005059365800331544,0.00040186438889503617,mated_identity_cluster,2000,8972,False,none
global_safe,fiqa_s_2bin,0.1,fpir,11749,11768,10667,121736,0.0001560754419399356,-0.0005916491424065186,0.0008873710323979748,query,2000,8972,False,none
global_safe,fiqa_s_2bin,0.1,tpir_at_rank_k,357,370,288,60423,0.0002151498601525909,-0.00025502595746929876,0.0007158051483544015,mated_identity_cluster,2000,8972,False,none
global_empirical,fiqa_l_2bin,0.1,fpir,11951,11512,10237,121736,-0.003606164158506933,-0.0044853206939607015,-0.0027354274824209763,query,2000,8972,False,none
global_empirical,fiqa_l_2bin,0.1,tpir_at_rank_k,374,426,286,60423,0.0008605994406103636,-4.874101887584203e-05,0.001977610894003777,mated_identity_cluster,2000,8972,False,none
global_safe,fiqa_l_2bin,0.1,fpir,11749,11512,10162,121736,-0.0019468357757770915,-0.0028340014457514623,-0.0010925280935795492,query,2000,8972,False,none
global_safe,fiqa_l_2bin,0.1,tpir_at_rank_k,357,426,281,60423,0.0011419492577329825,0.0002686261038670918,0.0023021247306504147,mated_identity_cluster,2000,8972,False,none
global_empirical,fiqa_s_5bin,0.1,fpir,11951,11901,10579,121736,-0.00041072484721035683,-0.0012488088979430896,0.0004025103502661497,query,2000,8972,False,none
global_empirical,fiqa_s_5bin,0.1,tpir_at_rank_k,374,359,288,60423,-0.00024824983863760486,-0.0008194663331359661,0.0002679077032270948,mated_identity_cluster,2000,8972,False,none
global_safe,fiqa_s_5bin,0.1,fpir,11749,11901,10556,121736,0.0012486035355194847,0.0004515919695077877,0.002045409739107577,query,2000,8972,False,none
global_safe,fiqa_s_5bin,0.1,tpir_at_rank_k,357,359,287,60423,3.3099978485013984e-05,-0.0004783542661292673,0.0005149985868841653,mated_identity_cluster,2000,8972,False,none
global_empirical,fiqa_l_5bin,0.1,fpir,11951,12014,9663,121736,0.0005175133074850496,-0.000584050732733126,0.0016428993888414273,query,2000,8972,False,none
global_empirical,fiqa_l_5bin,0.1,tpir_at_rank_k,374,465,240,60423,0.0015060490210681364,0.00017394847513098197,0.002831172621269055,mated_identity_cluster,2000,8972,False,none
global_safe,fiqa_l_5bin,0.1,fpir,11749,12014,9659,121736,0.0021768416902148914,0.0011411989879739775,0.0032775842807386477,query,2000,8972,False,none
global_safe,fiqa_l_5bin,0.1,tpir_at_rank_k,357,465,240,60423,0.0017873988381907552,0.0005572026384407904,0.003077281580492644,mated_identity_cluster,2000,8972,False,none
fiqa_s_2bin,fiqa_l_2bin,0.1,fpir,11768,11512,10176,121736,-0.002102911217717027,-0.002957629624761779,-0.0012650325294078992,query,2000,8972,False,none
fiqa_s_2bin,fiqa_l_2bin,0.1,tpir_at_rank_k,370,426,278,60423,0.0009267993975803915,-5.033601127969764e-05,0.002065737457526387,mated_identity_cluster,2000,8972,False,none
fiqa_s_5bin,fiqa_l_5bin,0.1,fpir,11901,12014,9562,121736,0.0009282381546954064,-0.0002217914174935927,0.0020538295984753882,query,2000,8972,False,none
fiqa_s_5bin,fiqa_l_5bin,0.1,tpir_at_rank_k,359,465,229,60423,0.0017542988597057411,0.0005670712270245125,0.0030145070094240297,mated_identity_cluster,2000,8972,False,none
fiqa_s_2bin,fiqa_s_5bin,0.1,fpir,11768,11901,10708,121736,0.0010925280935795492,0.0003121508838798712,0.0018238236840375883,query,2000,8972,False,none
fiqa_s_2bin,fiqa_s_5bin,0.1,tpir_at_rank_k,370,359,292,60423,-0.0001820498816675769,-0.0006937016955892286,0.0002820995877665537,mated_identity_cluster,2000,8972,False,none
fiqa_l_2bin,fiqa_l_5bin,0.1,fpir,11512,12014,9633,121736,0.004123677465991983,0.0030884454885982786,0.005191562068738911,query,2000,8972,False,none
fiqa_l_2bin,fiqa_l_5bin,0.1,tpir_at_rank_k,426,465,249,60423,0.0006454495804577728,-0.0010949846813414017,0.0020803796134271535,mated_identity_cluster,2000,8972,False,none
global_empirical,fiqa_s_2bin,0.2,fpir,23541,23148,20984,121736,-0.0032282972990734047,-0.004296181901820332,-0.002110714989814026,query,2000,8972,False,none
global_empirical,fiqa_s_2bin,0.2,tpir_at_rank_k,1113,1062,948,60423,-0.0008440494513678566,-0.0016965118900974137,-9.65092842815128e-05,mated_identity_cluster,2000,8972,False,none
global_safe,fiqa_s_2bin,0.2,fpir,23048,23148,20781,121736,0.0008214496944207137,-0.00025464940527042125,0.0019468357757770915,query,2000,8972,False,none
global_safe,fiqa_s_2bin,0.2,tpir_at_rank_k,1075,1062,935,60423,-0.0002151498601525909,-0.0009423609298723777,0.0004929266574625334,mated_identity_cluster,2000,8972,False,none
global_empirical,fiqa_l_2bin,0.2,fpir,23541,23244,19761,121736,-0.0024397055924295194,-0.0037706594598146802,-0.0010350266149700992,query,2000,8972,False,none
global_empirical,fiqa_l_2bin,0.2,tpir_at_rank_k,1113,1209,910,60423,0.0015887989672806713,0.00041446097896812636,0.0028358232812746497,mated_identity_cluster,2000,8972,False,none
global_safe,fiqa_l_2bin,0.2,fpir,23048,23244,19579,121736,0.0016100414010645988,0.0003037310245120592,0.002998702109482813,query,2000,8972,False,none
global_safe,fiqa_l_2bin,0.2,tpir_at_rank_k,1075,1209,892,60423,0.002217698558495937,0.0010193198322801431,0.0035425410360594134,mated_identity_cluster,2000,8972,False,none
global_empirical,fiqa_s_5bin,0.2,fpir,23541,23346,20702,121736,-0.0016018269041203916,-0.002751856476309391,-0.0003860813563777354,query,2000,8972,False,none
global_empirical,fiqa_s_5bin,0.2,tpir_at_rank_k,1113,1110,934,60423,-4.964996772752098e-05,-0.0011159395966213808,0.0010362899118812126,mated_identity_cluster,2000,8972,False,none
global_safe,fiqa_s_5bin,0.2,fpir,23048,23346,20599,121736,0.002447920089373727,0.0012894706578169155,0.0036145840178747443,query,2000,8972,False,none
global_safe,fiqa_s_5bin,0.2,tpir_at_rank_k,1075,1110,928,60423,0.0005792496234877447,-0.0003758202569235618,0.0015721020304610648,mated_identity_cluster,2000,8972,False,none
global_empirical,fiqa_l_5bin,0.2,fpir,23541,23739,18940,121736,0.001626470394953013,2.423276598541178e-05,0.003228502661497009,query,2000,8972,False,none
global_empirical,fiqa_l_5bin,0.2,tpir_at_rank_k,1113,1306,849,60423,0.0031941479238038494,0.0012160063663783252,0.00528039104219983,mated_identity_cluster,2000,8972,False,none
global_safe,fiqa_l_5bin,0.2,fpir,23048,23739,18832,121736,0.005676217388447131,0.004107043109679963,0.007196104685549056,query,2000,8972,False,none
global_safe,fiqa_l_5bin,0.2,tpir_at_rank_k,1075,1306,835,60423,0.0038230475150191155,0.001992584783972531,0.005820263791139367,mated_identity_cluster,2000,8972,False,none
fiqa_s_2bin,fiqa_l_2bin,0.2,fpir,23148,23244,19731,121736,0.0007885917066438852,-0.0005503712952618781,0.002209905040415324,query,2000,8972,False,none
fiqa_s_2bin,fiqa_l_2bin,0.2,tpir_at_rank_k,1062,1209,890,60423,0.0024328484186485278,0.0011540804867281374,0.003756622923737696,mated_identity_cluster,2000,8972,False,none
fiqa_s_5bin,fiqa_l_5bin,0.2,fpir,23346,23739,18637,121736,0.0032282972990734047,0.001543914700663732,0.0048467585595058146,query,2000,8972,False,none
fiqa_s_5bin,fiqa_l_5bin,0.2,tpir_at_rank_k,1110,1306,844,60423,0.0032437978915313705,0.0016382837508875322,0.004978324980015809,mated_identity_cluster,2000,8972,False,none
fiqa_s_2bin,fiqa_s_5bin,0.2,fpir,23148,23346,21138,121736,0.001626470394953013,0.000599658276927121,0.002686345863179338,query,2000,8972,False,none
fiqa_s_2bin,fiqa_s_5bin,0.2,tpir_at_rank_k,1062,1110,951,60423,0.0007943994836403357,9.795292895586712e-05,0.0015017001741652184,mated_identity_cluster,2000,8972,False,none
fiqa_l_2bin,fiqa_l_5bin,0.2,fpir,23244,23739,19269,121736,0.0040661759873825325,0.002570932181113229,0.00557784878754025,query,2000,8972,False,none
fiqa_l_2bin,fiqa_l_5bin,0.2,tpir_at_rank_k,1209,1306,888,60423,0.0016053489565231783,-0.0003929999027824279,0.003580048288500159,mated_identity_cluster,2000,8972,False,none
global_empirical,fiqa_s_2bin,0.3,fpir,35180,34610,31305,121736,-0.004682263258198068,-0.006144854439114148,-0.0032773789183150434,query,2000,8972,False,none
global_empirical,fiqa_s_2bin,0.3,tpir_at_rank_k,1890,1824,1609,60423,-0.0010922992900054614,-0.0022090029309792263,3.174722204606661e-05,mated_identity_cluster,2000,8972,False,none
global_safe,fiqa_s_2bin,0.3,fpir,34619,34610,31076,121736,-7.393047249786423e-05,-0.0014379476900834584,0.001314524873496746,query,2000,8972,False,none
global_safe,fiqa_s_2bin,0.3,tpir_at_rank_k,1852,1824,1596,60423,-0.00046339969879019576,-0.001519252254485649,0.0006118572946294592,mated_identity_cluster,2000,8972,False,none
global_empirical,fiqa_l_2bin,0.3,fpir,35180,34936,29467,121736,-0.0020043372543865415,-0.0037049434842610232,-0.0002622478149438162,query,2000,8972,False,none
global_empirical,fiqa_l_2bin,0.3,tpir_at_rank_k,1890,2025,1586,60423,0.002234248547738444,0.0009818975026965608,0.0035588063910647542,mated_identity_cluster,2000,8972,False,none
global_safe,fiqa_l_2bin,0.3,fpir,34619,34936,29249,121736,0.0026039955313136623,0.0008625221791417494,0.004362513964644802,query,2000,8972,False,none
global_safe,fiqa_l_2bin,0.3,tpir_at_rank_k,1852,2025,1566,60423,0.0028631481389537095,0.0016012202131873452,0.004215809989152186,mated_identity_cluster,2000,8972,False,none
global_empirical,fiqa_s_5bin,0.3,fpir,35180,34857,30941,121736,-0.0026532825129789053,-0.004099444700006571,-0.001141609712821188,query,2000,8972,False,none
global_empirical,fiqa_s_5bin,0.3,tpir_at_rank_k,1890,1898,1589,60423,0.00013239991394005594,-0.0012063413461172938,0.0015025643777122958,mated_identity_cluster,2000,8972,False,none
global_safe,fiqa_s_5bin,0.3,fpir,34619,34857,30759,121736,0.0019550502727212985,0.00047644082276401394,0.003450294078990602,query,2000,8972,False,none
global_safe,fiqa_s_5bin,0.3,tpir_at_rank_k,1852,1898,1580,60423,0.0007612995051553217,-0.0005350921592509998,0.002109235277880418,mated_identity_cluster,2000,8972,False,none
global_empirical,fiqa_l_5bin,0.3,fpir,35180,35488,28415,121736,0.0025300650588157983,0.0006489452585923638,0.004444042846816061,query,2000,8972,False,none
global_empirical,fiqa_l_5bin,0.3,tpir_at_rank_k,1890,2144,1493,60423,0.004203697267596776,0.002046529823204755,0.006582971127637709,mated_identity_cluster,2000,8972,False,none
global_safe,fiqa_l_5bin,0.3,fpir,34619,35488,28271,121736,0.007138397844516002,0.005273501675757377,0.009012124597489646,query,2000,8972,False,none
global_safe,fiqa_l_5bin,0.3,tpir_at_rank_k,1852,2144,1482,60423,0.004832596858812042,0.002712164365254435,0.007207798145242764,mated_identity_cluster,2000,8972,False,none
fiqa_s_2bin,fiqa_l_2bin,0.3,fpir,34610,34936,29527,121736,0.002677926003811527,0.00101839225865808,0.004345674245909179,query,2000,8972,False,none
fiqa_s_2bin,fiqa_l_2bin,0.3,tpir_at_rank_k,1824,2025,1565,60423,0.0033265478377439055,0.0017813502485448216,0.00501931033268308,mated_identity_cluster,2000,8972,False,none
fiqa_s_5bin,fiqa_l_5bin,0.3,fpir,34857,35488,28116,121736,0.005183347571794703,0.003211662942761386,0.007163452060195832,query,2000,8972,False,none
fiqa_s_5bin,fiqa_l_5bin,0.3,tpir_at_rank_k,1898,2144,1485,60423,0.00407129735365672,0.0021959739846000117,0.006134707927433856,mated_identity_cluster,2000,8972,False,none
fiqa_s_2bin,fiqa_s_5bin,0.3,fpir,34610,34857,31681,121736,0.002028980745219163,0.0007555283564434518,0.0033350857593480976,query,2000,8972,False,none
fiqa_s_2bin,fiqa_s_5bin,0.3,tpir_at_rank_k,1824,1898,1639,60423,0.0012246992039455175,0.00038144028097598915,0.002081912006610857,mated_identity_cluster,2000,8972,False,none
fiqa_l_2bin,fiqa_l_5bin,0.3,fpir,34936,35488,29503,121736,0.00453440231320234,0.0027929289610304263,0.0062680718932772534,query,2000,8972,False,none
fiqa_l_2bin,fiqa_l_5bin,0.3,tpir_at_rank_k,2025,2144,1591,60423,0.001969448719858332,-9.420509267152059e-05,0.003999206067349192,mated_identity_cluster,2000,8972,False,none
