reference_successes,candidate_successes,both_successes,total,candidate_minus_reference,paired_bootstrap95_low,paired_bootstrap95_high,partition_seed,target_fpir,reference_method,candidate_method,metric,resampling_unit,resamples,bootstrap_seed,reference_realized_fpir,candidate_realized_fpir,candidate_fallback_query_count,candidate_target_met,faithfulness_status,strong_faithfulness_pass,faithfulness_policy,fallback_policy
6393,6383,5836,121736,-8.214496944207137e-05,-0.0006243017677597423,0.0004520026943549966,8972,0.05,baseline,plus_both,fpir,query,2000,8972,0.05251527896431622,0.052433133994874155,0,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
494,499,453,60423,8.274994621253496e-05,-0.00024353702101364365,0.00038919794020700967,8972,0.05,baseline,plus_both,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.05251527896431622,0.052433133994874155,0,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
12037,11995,11041,121736,-0.00034500887165669973,-0.0010763044621147399,0.0003532233686009069,8972,0.1,baseline,plus_outside,fpir,query,2000,8972,0.09887789971742131,0.09853289084576461,0,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
899,895,832,60423,-6.619995697002797e-05,-0.0004989539182263101,0.0003891441237155963,8972,0.1,baseline,plus_outside,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.09887789971742131,0.09853289084576461,0,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
12037,12008,11844,121736,-0.00023822041138200697,-0.000542156798317671,6.571597555365709e-05,8972,0.1,baseline,plus_entropy,fpir,query,2000,8972,0.09887789971742131,0.0986396793060393,0,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
899,889,880,60423,-0.00016549989242506993,-0.00035011600282719104,0.0,8972,0.1,baseline,plus_entropy,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.09887789971742131,0.0986396793060393,0,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
12037,11986,11030,121736,-0.00041893934415456396,-0.0011582440691332062,0.00027128376158243957,8972,0.1,baseline,plus_both,fpir,query,2000,8972,0.09887789971742131,0.09845896037326674,0,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
899,893,830,60423,-9.929993545504196e-05,-0.0005805879545219463,0.00038227763181926795,8972,0.1,baseline,plus_both,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.09887789971742131,0.09845896037326674,0,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
22818,22958,21264,121736,0.0011500295721889992,0.00023801504895840214,0.0020620440954195957,8972,0.2,baseline,plus_outside,fpir,query,2000,8972,0.18743839127291845,0.18858842084510744,0,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
1656,1653,1549,60423,-4.964996772752098e-05,-0.000679973374368363,0.0005923063654506527,8972,0.2,baseline,plus_outside,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.18743839127291845,0.18858842084510744,0,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
22818,22834,22776,121736,0.00013143195110731419,-3.2857987776828546e-05,0.0002792928961030427,8972,0.2,baseline,plus_entropy,fpir,query,2000,8972,0.18743839127291845,0.18756982322402577,0,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
1656,1656,1652,60423,0.0,-8.63469007008599e-05,8.555734588023742e-05,8972,0.2,baseline,plus_entropy,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.18743839127291845,0.18756982322402577,0,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
22818,22962,21246,121736,0.0011828875599658277,0.00031194552145626635,0.0021277600709732527,8972,0.2,baseline,plus_both,fpir,query,2000,8972,0.18743839127291845,0.18862127883288426,0,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
1656,1645,1544,60423,-0.0001820498816675769,-0.0008216946094622199,0.00045826033946899685,8972,0.2,baseline,plus_both,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.18743839127291845,0.18862127883288426,0,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
33853,33791,31670,121736,-0.0005092988105408425,-0.001560959781822961,0.0005668002891502925,8972,0.3,baseline,plus_outside,fpir,query,2000,8972,0.2780853650522442,0.27757606624170333,0,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2383,2364,2235,60423,-0.00031444979560763285,-0.0011304811094222432,0.0005032278664314413,8972,0.3,baseline,plus_outside,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.2780853650522442,0.27757606624170333,0,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
33853,33857,33571,121736,3.2857987776828546e-05,-0.00036143786554511403,0.0004025103502661497,8972,0.3,baseline,plus_entropy,fpir,query,2000,8972,0.2780853650522442,0.27811822304002104,0,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2383,2382,2360,60423,-1.6549989242506992e-05,-0.00024315055200730648,0.00021036574031364506,8972,0.3,baseline,plus_entropy,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.2780853650522442,0.27811822304002104,0,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
33853,33814,31654,121736,-0.00032036538082407835,-0.001364222580009199,0.0007639482158112637,8972,0.3,baseline,plus_both,fpir,query,2000,8972,0.2780853650522442,0.2777649996714201,0,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2383,2365,2235,60423,-0.00029789980636512584,-0.001088450621336382,0.0004939297097592736,8972,0.3,baseline,plus_both,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.2780853650522442,0.2777649996714201,0,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
