compression_profile,search_mode,threshold_policy,target_fpir,cohort,count,fixed_winner_drift_mean,selection_gain_mean,maximum_score_drift_mean,decomposition_max_abs_residual,selection_gain_min_raw
pq_512_m32_b8,pq_reconstruction_cosine,frozen_origin,0.1,new_fa_same_winner,1075,0.03865607204404993,-1.2571967567245943e-09,0.03865607078685317,0.0,-5.665163200774259e-07
pq_512_m32_b8,pq_reconstruction_cosine,frozen_origin,0.1,new_fa_changed_winner,2099,0.007310888042835028,0.027810983395175497,0.03512187143801052,0.0,-5.665163200774259e-07
pq_512_m32_b8,pq_reconstruction_cosine,recalibrated_compressed,0.1,all_nonmated,121736,0.004604254784519779,0.023831222013486985,0.02843547679800676,0.0,-5.665163200774259e-07
pq_512_m32_b8,pq_reconstruction_cosine,recalibrated_compressed,0.1,new_fa,2862,0.018909575475888007,0.01831911177849987,0.037228687254387875,0.0,-5.665163200774259e-07
pq_512_m32_b8,pq_reconstruction_cosine,recalibrated_compressed,0.1,new_fa_same_winner,983,0.039700759083416484,5.500950271763937e-10,0.039700759633511516,0.0,-5.665163200774259e-07
pq_512_m32_b8,pq_reconstruction_cosine,recalibrated_compressed,0.1,new_fa_changed_winner,1879,0.008032655046829732,0.027902766029442902,0.035935421076272636,0.0,-5.665163200774259e-07
pq_512_m32_b8,pq_reconstruction_cosine,frozen_origin,0.2,all_nonmated,121736,0.004604254784519779,0.023831222013486985,0.02843547679800676,0.0,-5.665163200774259e-07
pq_512_m32_b8,pq_reconstruction_cosine,frozen_origin,0.2,new_fa,6265,0.01931974944785871,0.020627082099679762,0.03994683154753847,0.0,-5.665163200774259e-07
pq_512_m32_b8,pq_reconstruction_cosine,frozen_origin,0.2,new_fa_same_winner,1795,0.041288986083302476,8.599238569747403e-10,0.04128898694322634,0.0,-5.665163200774259e-07
pq_512_m32_b8,pq_reconstruction_cosine,frozen_origin,0.2,new_fa_changed_winner,4470,0.010497651067406456,0.02891021651251239,0.03940786757991885,0.0,-5.665163200774259e-07
pq_512_m32_b8,pq_reconstruction_cosine,recalibrated_compressed,0.2,all_nonmated,121736,0.004604254784519779,0.023831222013486985,0.02843547679800676,0.0,-5.665163200774259e-07
pq_512_m32_b8,pq_reconstruction_cosine,recalibrated_compressed,0.2,new_fa,4145,0.02362069017163115,0.020225626088302893,0.04384631625993404,0.0,-5.665163200774259e-07
pq_512_m32_b8,pq_reconstruction_cosine,recalibrated_compressed,0.2,new_fa_same_winner,1229,0.04560345156232402,3.2296614419089658e-09,0.04560345479198546,0.0,-5.665163200774259e-07
pq_512_m32_b8,pq_reconstruction_cosine,recalibrated_compressed,0.2,new_fa_changed_winner,2916,0.014355664880423493,0.02875007413126254,0.04310573901168604,0.0,-5.665163200774259e-07
pq_512_m32_b8,pq_reconstruction_cosine,frozen_origin,0.3,all_nonmated,121736,0.004604254784519779,0.023831222013486985,0.02843547679800676,0.0,-5.665163200774259e-07
pq_512_m32_b8,pq_reconstruction_cosine,frozen_origin,0.3,new_fa,9179,0.021418345381009365,0.022094636500336873,0.04351298188134624,0.0,-5.665163200774259e-07
pq_512_m32_b8,pq_reconstruction_cosine,frozen_origin,0.3,new_fa_same_winner,2382,0.044711865584960014,2.383281363006323e-09,0.04471186796824137,0.0,-5.665163200774259e-07
pq_512_m32_b8,pq_reconstruction_cosine,frozen_origin,0.3,new_fa_changed_winner,6797,0.013255160869340914,0.029837672908579662,0.04309283377792058,0.0,-5.665163200774259e-07
pq_512_m32_b8,pq_reconstruction_cosine,recalibrated_compressed,0.3,all_nonmated,121736,0.004604254784519779,0.023831222013486985,0.02843547679800676,0.0,-5.665163200774259e-07
pq_512_m32_b8,pq_reconstruction_cosine,recalibrated_compressed,0.3,new_fa,5079,0.02733642486674244,0.02249862802531573,0.04983505289205817,0.0,-5.665163200774259e-07
pq_512_m32_b8,pq_reconstruction_cosine,recalibrated_compressed,0.3,new_fa_same_winner,1342,0.05150210354116526,2.6787645845513645e-09,0.05150210621992984,0.0,-5.665163200774259e-07
pq_512_m32_b8,pq_reconstruction_cosine,recalibrated_compressed,0.3,new_fa_changed_winner,3737,0.01865824965104123,0.030578145075107442,0.04923639472614867,0.0,-5.665163200774259e-07
pq_512_m16_b8,pq_reconstruction_cosine,frozen_origin,0.01,all_nonmated,121736,0.057135859599997514,0.03742199764457869,0.0945578572445762,0.0,-4.970591476194386e-07
pq_512_m16_b8,pq_reconstruction_cosine,frozen_origin,0.01,new_fa,11292,0.0581976245108853,0.02758874109248496,0.08578636560337027,0.0,-4.970591476194386e-07
pq_512_m16_b8,pq_reconstruction_cosine,frozen_origin,0.01,new_fa_same_winner,2756,0.0879752621302646,-1.5672576673801877e-10,0.08797526197353883,0.0,-4.970591476194386e-07
pq_512_m16_b8,pq_reconstruction_cosine,frozen_origin,0.01,new_fa_changed_winner,8536,0.048583382561610544,0.036496258768542233,0.08507964133015278,0.0,-4.970591476194386e-07
pq_512_m16_b8,pq_reconstruction_cosine,recalibrated_compressed,0.01,all_nonmated,121736,0.057135859599997514,0.03742199764457869,0.0945578572445762,0.0,-4.970591476194386e-07
pq_512_m16_b8,pq_reconstruction_cosine,recalibrated_compressed,0.01,new_fa,922,0.09198188696720919,0.03046960117960378,0.12245148814681295,0.0,-4.970591476194386e-07
pq_512_m16_b8,pq_reconstruction_cosine,recalibrated_compressed,0.01,new_fa_same_winner,336,0.12179709046738647,1.1725651215861127e-08,0.12179710219303767,0.0,-4.970591476194386e-07
pq_512_m16_b8,pq_reconstruction_cosine,recalibrated_compressed,0.01,new_fa_changed_winner,586,0.07488648018212458,0.04794021902350832,0.12282669920563291,0.0,-4.970591476194386e-07
pq_512_m16_b8,pq_reconstruction_cosine,frozen_origin,0.05,all_nonmated,121736,0.057135859599997514,0.03742199764457869,0.0945578572445762,0.0,-4.970591476194386e-07
pq_512_m16_b8,pq_reconstruction_cosine,frozen_origin,0.05,new_fa,23324,0.05992350838215948,0.029958754802313362,0.08988226318447284,0.0,-4.970591476194386e-07
pq_512_m16_b8,pq_reconstruction_cosine,frozen_origin,0.05,new_fa_same_winner,4723,0.09160008803865737,-4.973139786374663e-09,0.09160008306551758,0.0,-4.970591476194386e-07
pq_512_m16_b8,pq_reconstruction_cosine,frozen_origin,0.05,new_fa_changed_winner,18601,0.051880473829305364,0.03756561585384098,0.08944608968314634,0.0,-4.970591476194386e-07
pq_512_m16_b8,pq_reconstruction_cosine,recalibrated_compressed,0.05,all_nonmated,121736,0.057135859599997514,0.03742199764457869,0.0945578572445762,0.0,-4.970591476194386e-07
pq_512_m16_b8,pq_reconstruction_cosine,recalibrated_compressed,0.05,new_fa,2717,0.08480416187794221,0.03192458392058364,0.11672874579852585,0.0,-4.970591476194386e-07
pq_512_m16_b8,pq_reconstruction_cosine,recalibrated_compressed,0.05,new_fa_same_winner,772,0.11833331192913708,-1.3454245587520346e-09,0.11833331058371252,0.0,-4.970591476194386e-07
pq_512_m16_b8,pq_reconstruction_cosine,recalibrated_compressed,0.05,new_fa_changed_winner,1945,0.071495933682815,0.04459593601588355,0.11609186969869854,0.0,-4.970591476194386e-07
pq_512_m16_b8,pq_reconstruction_cosine,frozen_origin,0.1,all_nonmated,121736,0.057135859599997514,0.03742199764457869,0.0945578572445762,0.0,-4.970591476194386e-07
pq_512_m16_b8,pq_reconstruction_cosine,frozen_origin,0.1,new_fa,31094,0.061580164397395484,0.031821131709393755,0.09340129610678924,0.0,-4.970591476194386e-07
pq_512_m16_b8,pq_reconstruction_cosine,frozen_origin,0.1,new_fa_same_winner,5761,0.0947817373102266,-3.474297423228992e-09,0.09478173383592918,0.0,-4.970591476194386e-07
pq_512_m16_b8,pq_reconstruction_cosine,frozen_origin,0.1,new_fa_changed_winner,25333,0.054029765251979625,0.03905760428639785,0.09308736953837747,0.0,-4.970591476194386e-07
pq_512_m16_b8,pq_reconstruction_cosine,recalibrated_compressed,0.1,all_nonmated,121736,0.057135859599997514,0.03742199764457869,0.0945578572445762,0.0,-4.970591476194386e-07
pq_512_m16_b8,pq_reconstruction_cosine,recalibrated_compressed,0.1,new_fa,4233,0.08600588836047815,0.03273544910907925,0.1187413374695574,0.0,-4.970591476194386e-07
