compression_profile,search_mode,threshold_policy,target_fpir,reference_profile,n,reference_fa,candidate_fa,both_fa,neither_fa,new_fa,lost_fa,delta_fpir,delta_ci_low,delta_ci_high
pq_512_m8_b8,pq_one_sided_cosine,frozen_origin,0.2,pq_512_m16_b8,121736,11830,16347,11526,105085,4821,304,0.037104882696983636,0.03593020963396202,0.03822205428139581
pq_512_m8_b8,pq_one_sided_cosine,recalibrated_compressed,0.2,pq_512_m16_b8,121736,21306,21012,18943,98361,2069,2363,-0.0024150621015968984,-0.0034749375698232233,-0.001322123283170141
pq_512_m8_b8,pq_one_sided_cosine,frozen_origin,0.3,pq_512_m16_b8,121736,20367,26013,19891,95247,6122,476,0.04637904974699349,0.045015237891831504,0.04767694026417822
pq_512_m8_b8,pq_one_sided_cosine,recalibrated_compressed,0.3,pq_512_m16_b8,121736,32789,32602,29961,86306,2641,2828,-0.0015361109285667346,-0.002702569494644148,-0.0002792928961030427
pq_512_m64_b8,pq_adc_exhaustive,recalibrated_compressed,0.01,pq_512_m128_b8,121736,1218,1215,970,120273,245,248,-2.464349083262141e-05,-0.0003860813563777354,0.0003285798777682855
pq_512_m64_b8,pq_adc_exhaustive,recalibrated_compressed,0.05,pq_512_m128_b8,121736,5742,5558,4820,115256,738,922,-0.0015114674377341131,-0.0021850561871590984,-0.000846093185253335
pq_512_m64_b8,pq_adc_exhaustive,recalibrated_compressed,0.1,pq_512_m128_b8,121736,11211,11043,9795,109277,1248,1416,-0.001380035486626799,-0.00220969967799172,-0.0005668002891502925
pq_512_m64_b8,pq_adc_exhaustive,recalibrated_compressed,0.2,pq_512_m128_b8,121736,22220,22215,20232,97533,1983,1988,-4.1072484721035685e-05,-0.0010678846027469277,0.0009859449957284605
pq_512_m64_b8,pq_adc_exhaustive,recalibrated_compressed,0.3,pq_512_m128_b8,121736,33836,33750,31288,85438,2462,2548,-0.0007064467372018138,-0.0018156091870933822,0.0004517973319313925
pq_512_m32_b8,pq_adc_exhaustive,recalibrated_compressed,0.01,pq_512_m64_b8,121736,1215,1249,882,120154,367,333,0.0002792928961030427,-0.00016428993888414274,0.0007228757310902281
pq_512_m32_b8,pq_adc_exhaustive,recalibrated_compressed,0.05,pq_512_m64_b8,121736,5558,5561,4518,115135,1043,1040,2.464349083262141e-05,-0.0007310902280344352,0.0007146612341460209
pq_512_m32_b8,pq_adc_exhaustive,recalibrated_compressed,0.1,pq_512_m64_b8,121736,11043,10706,9267,109254,1439,1776,-0.0027682854701978053,-0.0036883091279490045,-0.0018400473155023985
pq_512_m32_b8,pq_adc_exhaustive,recalibrated_compressed,0.2,pq_512_m64_b8,121736,22215,21997,19693,97217,2304,2522,-0.0017907603338371558,-0.0028752792928961025,-0.0006325162647039496
pq_512_m32_b8,pq_adc_exhaustive,recalibrated_compressed,0.3,pq_512_m64_b8,121736,33750,33292,30519,85213,2773,3231,-0.0037622396004468686,-0.005002628639022146,-0.00248837648682395
pq_512_m16_b8,pq_adc_exhaustive,recalibrated_compressed,0.01,pq_512_m32_b8,121736,1249,1109,843,120221,266,406,-0.0011500295721889992,-0.001560754419399356,-0.0007393047249786423
pq_512_m16_b8,pq_adc_exhaustive,recalibrated_compressed,0.05,pq_512_m32_b8,121736,5561,5356,4437,115256,919,1124,-0.001683971873562463,-0.0024072583294999007,-0.0009857396333048565
pq_512_m16_b8,pq_adc_exhaustive,recalibrated_compressed,0.1,pq_512_m32_b8,121736,10706,10438,9055,109647,1383,1651,-0.0022014851810475125,-0.0031050798449102977,-0.001322328645593745
pq_512_m16_b8,pq_adc_exhaustive,recalibrated_compressed,0.2,pq_512_m32_b8,121736,21997,21202,19232,97769,1970,2765,-0.006530525070644674,-0.007631678386015639,-0.005396719129920485
pq_512_m16_b8,pq_adc_exhaustive,recalibrated_compressed,0.3,pq_512_m32_b8,121736,33292,32692,30183,85935,2509,3109,-0.004928698166524282,-0.006144443714266938,-0.003663460274692779
pq_512_m8_b8,pq_adc_exhaustive,recalibrated_compressed,0.01,pq_512_m16_b8,121736,1109,1004,780,120403,224,329,-0.0008625221791417494,-0.001256818032463692,-0.00048465531970822107
pq_512_m8_b8,pq_adc_exhaustive,recalibrated_compressed,0.05,pq_512_m16_b8,121736,5356,5046,4264,115598,782,1092,-0.0025464940527042124,-0.003252940789906026,-0.0018564763093908128
pq_512_m8_b8,pq_adc_exhaustive,recalibrated_compressed,0.1,pq_512_m16_b8,121736,10438,10093,8795,110000,1298,1643,-0.0028340014457514623,-0.003738006834461457,-0.00197969376355392
pq_512_m8_b8,pq_adc_exhaustive,recalibrated_compressed,0.2,pq_512_m16_b8,121736,21202,21002,18825,98357,2177,2377,-0.0016428993888414273,-0.002702569494644148,-0.0005337369389498599
pq_512_m8_b8,pq_adc_exhaustive,recalibrated_compressed,0.3,pq_512_m16_b8,121736,32692,32593,29835,86286,2758,2857,-0.0008132351974765065,-0.0019798991259775247,0.00044378819741078946
