dataset_id,model_uid,compression_family,compression_profile,saliency_feature,sensitivity_metric,sample_count,identity_count,spearman_rho,bootstrap_confidence_level,bootstrap_ci_low,bootstrap_ci_high,bootstrap_valid_repeats
lfw,arcface-7972a704552df378345f,pca,pca_128,left_eye_attention,angular_error_rad,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,left_eye_attention,reconstruction_mse,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,left_eye_attention,top1_score_drift,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,left_eye_attention,agreement_with_origin,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,left_eye_attention,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,right_eye_attention,angular_error_rad,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,right_eye_attention,reconstruction_mse,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,right_eye_attention,top1_score_drift,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,right_eye_attention,agreement_with_origin,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,right_eye_attention,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,nose_attention,angular_error_rad,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,nose_attention,reconstruction_mse,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,nose_attention,top1_score_drift,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,nose_attention,agreement_with_origin,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,nose_attention,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,mouth_attention,angular_error_rad,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,mouth_attention,reconstruction_mse,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,mouth_attention,top1_score_drift,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,mouth_attention,agreement_with_origin,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,mouth_attention,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,left_cheek_attention,angular_error_rad,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,left_cheek_attention,reconstruction_mse,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,left_cheek_attention,top1_score_drift,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,left_cheek_attention,agreement_with_origin,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,left_cheek_attention,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,right_cheek_attention,angular_error_rad,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,right_cheek_attention,reconstruction_mse,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,right_cheek_attention,top1_score_drift,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,right_cheek_attention,agreement_with_origin,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,right_cheek_attention,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,jaw_attention,angular_error_rad,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,jaw_attention,reconstruction_mse,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,jaw_attention,top1_score_drift,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,jaw_attention,agreement_with_origin,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,jaw_attention,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,outside_face_attention,angular_error_rad,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,outside_face_attention,reconstruction_mse,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,outside_face_attention,top1_score_drift,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,outside_face_attention,agreement_with_origin,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,outside_face_attention,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_128,saliency_entropy,angular_error_rad,10453,1674,0.037935559404553475,0.95,-0.03546349349866784,0.11753915554910743,500
lfw,arcface-7972a704552df378345f,pca,pca_128,saliency_entropy,reconstruction_mse,10453,1674,0.03793432692808497,0.95,-0.03668454882921779,0.10883081465994174,500
lfw,arcface-7972a704552df378345f,pca,pca_128,saliency_entropy,top1_score_drift,2662,314,-0.05262046793983852,0.95,-0.13834055936008954,0.03470570076042351,500
lfw,arcface-7972a704552df378345f,pca,pca_128,saliency_entropy,agreement_with_origin,2662,314,0.04853781895595938,0.95,-0.03101501962961635,0.12291934382856512,500
lfw,arcface-7972a704552df378345f,pca,pca_128,saliency_entropy,threshold_crossing,2662,314,-0.013488035637484411,0.95,-0.05129209158321843,0.016905943977072138,444
lfw,arcface-7972a704552df378345f,pca,pca_128,maximum_region_concentration,angular_error_rad,10453,1674,-0.047750813866603736,0.95,-0.10414058734507593,0.0011257479828939863,500
lfw,arcface-7972a704552df378345f,pca,pca_128,maximum_region_concentration,reconstruction_mse,10453,1674,-0.04774833551752686,0.95,-0.10446746284938943,0.004408975645465223,500
lfw,arcface-7972a704552df378345f,pca,pca_128,maximum_region_concentration,top1_score_drift,2662,314,-6.642393363645147e-05,0.95,-0.07741090372579944,0.07492545816718223,500
lfw,arcface-7972a704552df378345f,pca,pca_128,maximum_region_concentration,agreement_with_origin,2662,314,-0.030234627036824595,0.95,-0.09786053853322092,0.03853254416576908,500
lfw,arcface-7972a704552df378345f,pca,pca_128,maximum_region_concentration,threshold_crossing,2662,314,0.005495127783443026,0.95,-0.03300172129145346,0.04681908406716653,426
lfw,arcface-7972a704552df378345f,pca,pca_128,left_right_asymmetry,angular_error_rad,10453,1674,-0.0468723776275454,0.95,-0.10694355141230394,0.012659870558264293,500
lfw,arcface-7972a704552df378345f,pca,pca_128,left_right_asymmetry,reconstruction_mse,10453,1674,-0.046872206295891845,0.95,-0.10774172677974644,0.016281833805568816,500
lfw,arcface-7972a704552df378345f,pca,pca_128,left_right_asymmetry,top1_score_drift,2662,314,0.054084334996845944,0.95,-0.019173638321647323,0.12823689507490052,500
lfw,arcface-7972a704552df378345f,pca,pca_128,left_right_asymmetry,agreement_with_origin,2662,314,-0.047171484845982756,0.95,-0.11930274985967788,0.03456644730694471,500
lfw,arcface-7972a704552df378345f,pca,pca_128,left_right_asymmetry,threshold_crossing,2662,314,0.030366272423407153,0.95,0.01354124209017972,0.050971542326855274,427
lfw,arcface-7972a704552df378345f,pca,pca_128,saliency_center_x,angular_error_rad,10453,1674,0.045345453593135465,0.95,0.002598089207306854,0.09349098150693179,500
lfw,arcface-7972a704552df378345f,pca,pca_128,saliency_center_x,reconstruction_mse,10453,1674,0.045346997587549974,0.95,0.003648445829163982,0.09244843413719607,500
lfw,arcface-7972a704552df378345f,pca,pca_128,saliency_center_x,top1_score_drift,2662,314,-0.05050757929778083,0.95,-0.11443368152839421,0.014653271855669116,500
lfw,arcface-7972a704552df378345f,pca,pca_128,saliency_center_x,agreement_with_origin,2662,314,-0.0187972048448445,0.95,-0.08408195296627792,0.05472669134202718,500
lfw,arcface-7972a704552df378345f,pca,pca_128,saliency_center_x,threshold_crossing,2662,314,-0.027868135315729677,0.95,-0.05445920439967258,-0.006040986265374767,434
lfw,arcface-7972a704552df378345f,pca,pca_128,saliency_center_y,angular_error_rad,10453,1674,0.044353608091811325,0.95,-0.022309006445807383,0.11935524861726743,500
lfw,arcface-7972a704552df378345f,pca,pca_128,saliency_center_y,reconstruction_mse,10453,1674,0.0443544395558555,0.95,-0.026067455867425513,0.1161042327446898,500
lfw,arcface-7972a704552df378345f,pca,pca_128,saliency_center_y,top1_score_drift,2662,314,0.057458210518728355,0.95,-0.013952464038666281,0.1263879280916826,500
lfw,arcface-7972a704552df378345f,pca,pca_128,saliency_center_y,agreement_with_origin,2662,314,-0.030090180246467826,0.95,-0.09799122916269896,0.04121325973357676,500
lfw,arcface-7972a704552df378345f,pca,pca_128,saliency_center_y,threshold_crossing,2662,314,0.019339986278454922,0.95,0.01108553758070975,0.03226415099017694,431
lfw,arcface-7972a704552df378345f,pca,pca_128,saliency_spread,angular_error_rad,10453,1674,-0.006533114512870103,0.95,-0.057656789037432196,0.043367034905316404,500
lfw,arcface-7972a704552df378345f,pca,pca_128,saliency_spread,reconstruction_mse,10453,1674,-0.006534059100503311,0.95,-0.05743788861437848,0.044758919521783055,500
lfw,arcface-7972a704552df378345f,pca,pca_128,saliency_spread,top1_score_drift,2662,314,0.04216156260787152,0.95,-0.019404348974127412,0.09962401172240047,500
lfw,arcface-7972a704552df378345f,pca,pca_128,saliency_spread,agreement_with_origin,2662,314,-0.00974189276440551,0.95,-0.07342074908960551,0.049448974354975306,500
lfw,arcface-7972a704552df378345f,pca,pca_128,saliency_spread,threshold_crossing,2662,314,-0.005673538799894237,0.95,-0.04498373705400263,0.029644302417198266,437
lfw,arcface-7972a704552df378345f,pca,pca_256,quadrant_top_left,angular_error_rad,10453,1674,-0.0012726097115450935,0.95,-0.058409455301397864,0.04831704143155526,500
lfw,arcface-7972a704552df378345f,pca,pca_256,quadrant_top_left,reconstruction_mse,10453,1674,-0.0012716310832149246,0.95,-0.061739175174811915,0.04631067087935815,500
lfw,arcface-7972a704552df378345f,pca,pca_256,quadrant_top_left,top1_score_drift,2662,314,-0.02453459171053213,0.95,-0.07893194706085942,0.034109484302371366,500
lfw,arcface-7972a704552df378345f,pca,pca_256,quadrant_top_left,agreement_with_origin,2662,314,0.029716958703448693,0.95,-0.026671080556371806,0.0905168191507567,500
lfw,arcface-7972a704552df378345f,pca,pca_256,quadrant_top_left,threshold_crossing,2662,314,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,quadrant_top_right,angular_error_rad,10453,1674,-0.04689822509044725,0.95,-0.08993584850813226,0.0062927754045755185,500
lfw,arcface-7972a704552df378345f,pca,pca_256,quadrant_top_right,reconstruction_mse,10453,1674,-0.0468984516563535,0.95,-0.09518918820262155,0.0030554594126378444,500
lfw,arcface-7972a704552df378345f,pca,pca_256,quadrant_top_right,top1_score_drift,2662,314,-0.05479332315313672,0.95,-0.11443344787726652,0.007763786144847925,500
lfw,arcface-7972a704552df378345f,pca,pca_256,quadrant_top_right,agreement_with_origin,2662,314,0.021617939112054525,0.95,-0.030065158502840042,0.07400362946421482,500
lfw,arcface-7972a704552df378345f,pca,pca_256,quadrant_top_right,threshold_crossing,2662,314,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,quadrant_bottom_left,angular_error_rad,10453,1674,0.023368077446935347,0.95,-0.0230275715247774,0.0622277111350056,500
lfw,arcface-7972a704552df378345f,pca,pca_256,quadrant_bottom_left,reconstruction_mse,10453,1674,0.023368342730206954,0.95,-0.02093747405177545,0.06501346726453831,500
lfw,arcface-7972a704552df378345f,pca,pca_256,quadrant_bottom_left,top1_score_drift,2662,314,0.030115853952335413,0.95,-0.031850185152444935,0.0924910584595074,500
lfw,arcface-7972a704552df378345f,pca,pca_256,quadrant_bottom_left,agreement_with_origin,2662,314,-0.03701589090417659,0.95,-0.10837415654269843,0.027554261401943465,500
lfw,arcface-7972a704552df378345f,pca,pca_256,quadrant_bottom_left,threshold_crossing,2662,314,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,quadrant_bottom_right,angular_error_rad,10453,1674,0.06728579005479621,0.95,0.024996774176025232,0.11256601039155881,500
lfw,arcface-7972a704552df378345f,pca,pca_256,quadrant_bottom_right,reconstruction_mse,10453,1674,0.0672854335253752,0.95,0.021355170610856827,0.11182188515905302,500
lfw,arcface-7972a704552df378345f,pca,pca_256,quadrant_bottom_right,top1_score_drift,2662,314,0.0449400672507051,0.95,-0.013900304945900938,0.09541524785566884,500
lfw,arcface-7972a704552df378345f,pca,pca_256,quadrant_bottom_right,agreement_with_origin,2662,314,-0.02251774692353275,0.95,-0.08089312721952585,0.03844160790061404,500
lfw,arcface-7972a704552df378345f,pca,pca_256,quadrant_bottom_right,threshold_crossing,2662,314,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,left_eye_attention,angular_error_rad,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,left_eye_attention,reconstruction_mse,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,left_eye_attention,top1_score_drift,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,left_eye_attention,agreement_with_origin,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,left_eye_attention,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,right_eye_attention,angular_error_rad,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,right_eye_attention,reconstruction_mse,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,right_eye_attention,top1_score_drift,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,right_eye_attention,agreement_with_origin,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,right_eye_attention,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,nose_attention,angular_error_rad,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,nose_attention,reconstruction_mse,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,nose_attention,top1_score_drift,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,nose_attention,agreement_with_origin,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,nose_attention,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,mouth_attention,angular_error_rad,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,mouth_attention,reconstruction_mse,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,mouth_attention,top1_score_drift,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,mouth_attention,agreement_with_origin,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,mouth_attention,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,left_cheek_attention,angular_error_rad,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,left_cheek_attention,reconstruction_mse,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,left_cheek_attention,top1_score_drift,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,left_cheek_attention,agreement_with_origin,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,left_cheek_attention,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,right_cheek_attention,angular_error_rad,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,right_cheek_attention,reconstruction_mse,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,right_cheek_attention,top1_score_drift,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,right_cheek_attention,agreement_with_origin,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,right_cheek_attention,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,jaw_attention,angular_error_rad,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,jaw_attention,reconstruction_mse,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,jaw_attention,top1_score_drift,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,jaw_attention,agreement_with_origin,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,jaw_attention,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,outside_face_attention,angular_error_rad,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,outside_face_attention,reconstruction_mse,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,outside_face_attention,top1_score_drift,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,outside_face_attention,agreement_with_origin,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,outside_face_attention,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,saliency_entropy,angular_error_rad,10453,1674,0.03510683184361599,0.95,-0.021428395288684877,0.1019082320566649,500
lfw,arcface-7972a704552df378345f,pca,pca_256,saliency_entropy,reconstruction_mse,10453,1674,0.035107009540191705,0.95,-0.021489113283516756,0.09415914729581441,500
lfw,arcface-7972a704552df378345f,pca,pca_256,saliency_entropy,top1_score_drift,2662,314,-0.04161694209044574,0.95,-0.1066987242119831,0.02344440427771052,500
lfw,arcface-7972a704552df378345f,pca,pca_256,saliency_entropy,agreement_with_origin,2662,314,0.02393065227421761,0.95,-0.04265370925433624,0.08332812534393513,500
lfw,arcface-7972a704552df378345f,pca,pca_256,saliency_entropy,threshold_crossing,2662,314,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,maximum_region_concentration,angular_error_rad,10453,1674,-0.044742029027983916,0.95,-0.09667052713181519,-0.002477677988207554,500
lfw,arcface-7972a704552df378345f,pca,pca_256,maximum_region_concentration,reconstruction_mse,10453,1674,-0.04474213781238636,0.95,-0.09008285815032878,-0.001029611780706339,500
lfw,arcface-7972a704552df378345f,pca,pca_256,maximum_region_concentration,top1_score_drift,2662,314,-0.032168339581880874,0.95,-0.09608231089792599,0.030545934920468434,500
lfw,arcface-7972a704552df378345f,pca,pca_256,maximum_region_concentration,agreement_with_origin,2662,314,0.004436923054211036,0.95,-0.049643360858429464,0.058472045211724784,500
lfw,arcface-7972a704552df378345f,pca,pca_256,maximum_region_concentration,threshold_crossing,2662,314,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,left_right_asymmetry,angular_error_rad,10453,1674,-0.03501703513101675,0.95,-0.09503059090796923,0.018655560313028396,500
lfw,arcface-7972a704552df378345f,pca,pca_256,left_right_asymmetry,reconstruction_mse,10453,1674,-0.035016422678404484,0.95,-0.0909571568924251,0.020262528673769337,500
lfw,arcface-7972a704552df378345f,pca,pca_256,left_right_asymmetry,top1_score_drift,2662,314,0.056761475442852004,0.95,0.0022806540081117405,0.12070138651134972,500
lfw,arcface-7972a704552df378345f,pca,pca_256,left_right_asymmetry,agreement_with_origin,2662,314,-0.0364368422024102,0.95,-0.09593873284042037,0.018462604885351754,500
lfw,arcface-7972a704552df378345f,pca,pca_256,left_right_asymmetry,threshold_crossing,2662,314,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,saliency_center_x,angular_error_rad,10453,1674,0.035165813089729527,0.95,-0.00616245704858038,0.07539763354681588,500
lfw,arcface-7972a704552df378345f,pca,pca_256,saliency_center_x,reconstruction_mse,10453,1674,0.03516503801936864,0.95,-0.0034180160602273594,0.078917044882545,500
lfw,arcface-7972a704552df378345f,pca,pca_256,saliency_center_x,top1_score_drift,2662,314,0.0020362804337300737,0.95,-0.07486897152070554,0.06886932877122215,500
lfw,arcface-7972a704552df378345f,pca,pca_256,saliency_center_x,agreement_with_origin,2662,314,0.020151331277110645,0.95,-0.047432264707289666,0.0941469352448997,500
lfw,arcface-7972a704552df378345f,pca,pca_256,saliency_center_x,threshold_crossing,2662,314,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,saliency_center_y,angular_error_rad,10453,1674,0.05161551743253146,0.95,-0.016931950496340425,0.11653315661985258,500
lfw,arcface-7972a704552df378345f,pca,pca_256,saliency_center_y,reconstruction_mse,10453,1674,0.05161540496561466,0.95,-0.005679662843229219,0.1159074285903754,500
lfw,arcface-7972a704552df378345f,pca,pca_256,saliency_center_y,top1_score_drift,2662,314,0.05323009403787745,0.95,-0.00505826473020224,0.11318864233084232,500
lfw,arcface-7972a704552df378345f,pca,pca_256,saliency_center_y,agreement_with_origin,2662,314,-0.028458275307102675,0.95,-0.08554516581279914,0.026447141664020513,500
lfw,arcface-7972a704552df378345f,pca,pca_256,saliency_center_y,threshold_crossing,2662,314,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_256,saliency_spread,angular_error_rad,10453,1674,0.0034844464378256897,0.95,-0.042690737109243815,0.04098188031539834,500
lfw,arcface-7972a704552df378345f,pca,pca_256,saliency_spread,reconstruction_mse,10453,1674,0.003483108286896199,0.95,-0.03761466131988879,0.04342810138935949,500
lfw,arcface-7972a704552df378345f,pca,pca_256,saliency_spread,top1_score_drift,2662,314,-0.029499360216315846,0.95,-0.07877399594069953,0.02418485948219194,500
lfw,arcface-7972a704552df378345f,pca,pca_256,saliency_spread,agreement_with_origin,2662,314,-0.0021617708624214267,0.95,-0.04975576532125345,0.048076922226785716,500
lfw,arcface-7972a704552df378345f,pca,pca_256,saliency_spread,threshold_crossing,2662,314,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_32,quadrant_top_left,angular_error_rad,10453,1674,0.016494336166789646,0.95,-0.04209962060733321,0.06696385623263262,500
lfw,arcface-7972a704552df378345f,pca,pca_32,quadrant_top_left,reconstruction_mse,10453,1674,0.016505834714772512,0.95,-0.044452109496134026,0.06779437356482879,500
lfw,arcface-7972a704552df378345f,pca,pca_32,quadrant_top_left,top1_score_drift,2662,314,-0.07112508868864578,0.95,-0.12726592130827172,-0.00637817454256044,500
lfw,arcface-7972a704552df378345f,pca,pca_32,quadrant_top_left,agreement_with_origin,2662,314,0.05003641142014288,0.95,-0.018935031211167148,0.10863956147106861,500
lfw,arcface-7972a704552df378345f,pca,pca_32,quadrant_top_left,threshold_crossing,2662,314,0.026096045827364293,0.95,-0.017401111753392637,0.06809144167748515,500
lfw,arcface-7972a704552df378345f,pca,pca_32,quadrant_top_right,angular_error_rad,10453,1674,-0.04013659372319482,0.95,-0.0897683488582884,0.016129657608546427,500
lfw,arcface-7972a704552df378345f,pca,pca_32,quadrant_top_right,reconstruction_mse,10453,1674,-0.040164842890018024,0.95,-0.08972452319020491,0.017674546815316376,500
lfw,arcface-7972a704552df378345f,pca,pca_32,quadrant_top_right,top1_score_drift,2662,314,-0.037856183492415554,0.95,-0.13878097418392008,0.05128603098436504,500
lfw,arcface-7972a704552df378345f,pca,pca_32,quadrant_top_right,agreement_with_origin,2662,314,0.040250590200937596,0.95,-0.035552688600932386,0.1339902722186711,500
lfw,arcface-7972a704552df378345f,pca,pca_32,quadrant_top_right,threshold_crossing,2662,314,-0.04237749224011003,0.95,-0.08014228892146195,-0.0019095977980481719,500
lfw,arcface-7972a704552df378345f,pca,pca_32,quadrant_bottom_left,angular_error_rad,10453,1674,0.021428504169196914,0.95,-0.02985432611208272,0.06904053569806877,500
lfw,arcface-7972a704552df378345f,pca,pca_32,quadrant_bottom_left,reconstruction_mse,10453,1674,0.021451550003316597,0.95,-0.03238006697104626,0.07428026408893618,500
lfw,arcface-7972a704552df378345f,pca,pca_32,quadrant_bottom_left,top1_score_drift,2662,314,0.02763047262471499,0.95,-0.06675542828777511,0.12368921832344251,500
lfw,arcface-7972a704552df378345f,pca,pca_32,quadrant_bottom_left,agreement_with_origin,2662,314,-0.04478666234431423,0.95,-0.12600425011934346,0.04496057622076651,500
lfw,arcface-7972a704552df378345f,pca,pca_32,quadrant_bottom_left,threshold_crossing,2662,314,0.01792301687701017,0.95,-0.02743773569735977,0.06402769418297652,500
