reference_method,candidate_method,target_fpir,metric,reference_successes,candidate_successes,both_successes,total,candidate_minus_reference,paired_bootstrap95_low,paired_bootstrap95_high,resampling_unit,resamples,random_seed,threshold_uncertainty_included,multiple_comparison_adjustment
global_empirical,fiqa_l,0.1,fpir,11654,11406,10688,121736,-0.00203719524216337,-0.0027189984885325623,-0.0013636064927383847,query,2000,8972,False,none
global_empirical,fiqa_l,0.1,tpir_at_rank_k,772,788,720,60423,0.0002647998278801119,-0.0001459036963556601,0.0006708113238798229,mated_identity_cluster,2000,8972,False,none
global_safe,fiqa_l,0.1,fpir,11611,11406,10671,121736,-0.001683971873562463,-0.0023657751199316554,-0.0010348212525464952,query,2000,8972,False,none
global_safe,fiqa_l,0.1,tpir_at_rank_k,770,788,719,60423,0.00029789980636512584,-0.00012063555977451968,0.0007073114752674076,mated_identity_cluster,2000,8972,False,none
fiqa_s,fiqa_l,0.1,fpir,11464,11406,10134,121736,-0.00047644082276401394,-0.001314319511073142,0.0003367943747124926,query,2000,8972,False,none
fiqa_s,fiqa_l,0.1,tpir_at_rank_k,756,788,667,60423,0.0005295996557602237,-0.00014963940811697223,0.0012886718294449467,mated_identity_cluster,2000,8972,False,none
global_empirical,fiqa_s,0.2,fpir,22069,22075,19476,121736,4.928698166524282e-05,-0.0011009479529473611,0.0012241654071104674,query,2000,8972,False,none
global_empirical,fiqa_s,0.2,tpir_at_rank_k,1471,1442,1285,60423,-0.0004799496880327028,-0.001488994014919178,0.00047069947910664405,mated_identity_cluster,2000,8972,False,none
global_safe,fiqa_s,0.2,fpir,21900,22075,19399,121736,0.001437536965236249,0.0002957218899914569,0.002637058881514095,query,2000,8972,False,none
global_safe,fiqa_s,0.2,tpir_at_rank_k,1463,1442,1284,60423,-0.00034754977409264686,-0.0013291696014474726,0.0005805645215558374,mated_identity_cluster,2000,8972,False,none
global_empirical,fiqa_l,0.2,fpir,22069,21926,19275,121736,-0.0011746730630216205,-0.002341131629099034,7.393047249786423e-05,query,2000,8972,False,none
global_empirical,fiqa_l,0.2,tpir_at_rank_k,1471,1524,1311,60423,0.0008771494298528706,-5.0256238005848795e-05,0.0017748389647545986,mated_identity_cluster,2000,8972,False,none
global_safe,fiqa_l,0.2,fpir,21900,21926,19223,121736,0.00021357692054938557,-0.0009366580140632184,0.0014459568246040601,query,2000,8972,False,none
global_safe,fiqa_l,0.2,tpir_at_rank_k,1463,1524,1307,60423,0.0010095493437929266,6.802815071040701e-05,0.001923715880106363,mated_identity_cluster,2000,8972,False,none
fiqa_s,fiqa_l,0.2,fpir,22075,21926,19393,121736,-0.0012239600446868634,-0.0023164881382664124,-4.086712229743163e-05,query,2000,8972,False,none
fiqa_s,fiqa_l,0.2,tpir_at_rank_k,1442,1524,1303,60423,0.0013570991178855733,0.00032327048636546246,0.0024257093376734117,mated_identity_cluster,2000,8972,False,none
global_empirical,fiqa_s,0.3,fpir,33045,32659,29018,121736,-0.0031707958204639547,-0.0046003236511796015,-0.0017823404744693448,query,2000,8972,False,none
global_empirical,fiqa_s,0.3,tpir_at_rank_k,2161,2152,1890,60423,-0.00014894990318256292,-0.001300616996726815,0.0009808281643269787,mated_identity_cluster,2000,8972,False,none
global_safe,fiqa_s,0.3,fpir,32654,32659,28847,121736,4.1072484721035685e-05,-0.0013802408490504038,0.0014706003154366814,query,2000,8972,False,none
global_safe,fiqa_s,0.3,tpir_at_rank_k,2140,2152,1879,60423,0.00019859987091008392,-0.0009419541639846642,0.001318644166083394,mated_identity_cluster,2000,8972,False,none
global_empirical,fiqa_l,0.3,fpir,33045,32877,28348,121736,-0.001380035486626799,-0.002908342643096536,0.0002550601301176294,query,2000,8972,False,none
global_empirical,fiqa_l,0.3,tpir_at_rank_k,2161,2300,1916,60423,0.002300448504708472,0.001150097103856266,0.0035634071765449937,mated_identity_cluster,2000,8972,False,none
global_safe,fiqa_l,0.3,fpir,32654,32877,28193,121736,0.0018318328185581915,0.00031194552145626635,0.003409221594269566,query,2000,8972,False,none
global_safe,fiqa_l,0.3,tpir_at_rank_k,2140,2300,1907,60423,0.002647998278801119,0.001501402789748518,0.003923214561890528,mated_identity_cluster,2000,8972,False,none
fiqa_s,fiqa_l,0.3,fpir,32659,32877,28473,121736,0.0017907603338371558,0.00027908753367943785,0.003367943747124926,query,2000,8972,False,none
fiqa_s,fiqa_l,0.3,tpir_at_rank_k,2152,2300,1912,60423,0.002449398407891035,0.0011049826549069687,0.0039244563590127195,mated_identity_cluster,2000,8972,False,none
