reference_successes,candidate_successes,both_successes,total,candidate_minus_reference,paired_bootstrap95_low,paired_bootstrap95_high,partition_seed,target_fpir,reference_method,candidate_method,metric,resampling_unit,resamples,bootstrap_seed,reference_realized_fpir,candidate_realized_fpir,candidate_fallback_query_count,candidate_target_met,faithfulness_status,strong_faithfulness_pass,faithfulness_policy,fallback_policy
5754,5748,5061,121736,-4.928698166524282e-05,-0.0006653742524807781,0.0005505766576854821,0,0.05,baseline,plus_both,fpir,query,2000,8972,0.04726621541696786,0.04721692843530262,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
398,398,357,60423,0.0,-0.000305599145080679,0.000337769581518165,0,0.05,baseline,plus_both,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.04726621541696786,0.04721692843530262,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
11517,11468,10965,121736,-0.0004025103502661497,-0.0009528816455280279,0.00011500295721889991,0,0.1,baseline,plus_outside,fpir,query,2000,8972,0.0946063613064336,0.09420385095616744,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
749,758,719,60423,0.00014894990318256292,-0.0001423724641576388,0.0004730593156882354,0,0.1,baseline,plus_outside,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.0946063613064336,0.09420385095616744,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
11517,11468,10336,121736,-0.0004025103502661497,-0.0012075310507984492,0.00034500887165669973,0,0.1,baseline,plus_entropy,fpir,query,2000,8972,0.0946063613064336,0.09420385095616744,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
749,755,684,60423,9.929993545504196e-05,-0.00030841084220207984,0.0005163638950879481,0,0.1,baseline,plus_entropy,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.0946063613064336,0.09420385095616744,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
11517,11384,10193,121736,-0.0010925280935795492,-0.001930406781888677,-0.0003121508838798712,0,0.1,baseline,plus_both,fpir,query,2000,8972,0.0946063613064336,0.09351383321285404,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
749,766,679,60423,0.0002813498171226189,-0.00021723860572769754,0.0008728021404374367,0,0.1,baseline,plus_both,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.0946063613064336,0.09351383321285404,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
23000,23036,21708,121736,0.0002957218899914569,-0.000542156798317671,0.0011007425905237562,0,0.2,baseline,plus_outside,fpir,query,2000,8972,0.18893342971676413,0.1892291516067556,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
1423,1428,1346,60423,8.274994621253496e-05,-0.0004195330033532426,0.0006156335184507719,0,0.2,baseline,plus_outside,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.18893342971676413,0.1892291516067556,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
23000,23092,20979,121736,0.0007557337188670566,-0.0002464349083262141,0.00180718932772557,0,0.2,baseline,plus_entropy,fpir,query,2000,8972,0.18893342971676413,0.1896891634356312,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
1423,1381,1288,60423,-0.0006950995481852937,-0.0013790212159793711,-8.624254381925984e-05,0,0.2,baseline,plus_entropy,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.18893342971676413,0.1896891634356312,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
23000,23219,20748,121736,0.001798974830781363,0.0006980268778340018,0.0029243609121377408,0,0.2,baseline,plus_both,fpir,query,2000,8972,0.18893342971676413,0.1907324045475455,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
1423,1383,1267,60423,-0.0006619995697002797,-0.0012947182272016824,-1.6701738198351935e-05,0,0.2,baseline,plus_both,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.18893342971676413,0.1907324045475455,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
34732,34477,32635,121736,-0.00209469672077282,-0.003064007360189262,-0.0010676792403233237,0,0.3,baseline,plus_outside,fpir,query,2000,8972,0.28530590786620225,0.28321121114542946,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2047,2065,1937,60423,0.00029789980636512584,-0.0002868889674642167,0.0008798150543819999,0,0.3,baseline,plus_outside,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.28530590786620225,0.28321121114542946,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
34732,34643,31989,121736,-0.0007310902280344352,-0.001897959518959058,0.00048486068213182514,0,0.3,baseline,plus_entropy,fpir,query,2000,8972,0.28530590786620225,0.28457481763816783,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2047,2022,1869,60423,-0.0004137497310626748,-0.001192220673866146,0.00032624333381313077,0,0.3,baseline,plus_entropy,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.28530590786620225,0.28457481763816783,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
34732,34487,31394,121736,-0.0020125517513307485,-0.003302227771571269,-0.0007388940001314342,0,0.3,baseline,plus_both,fpir,query,2000,8972,0.28530590786620225,0.28329335611487155,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2047,2011,1846,60423,-0.0005957996127302517,-0.0013682871605598162,0.00014600906721378516,0,0.3,baseline,plus_both,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.28530590786620225,0.28329335611487155,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
1253,1254,1236,121736,8.214496944207137e-06,-9.035946638627851e-05,9.857396333048565e-05,1,0.01,baseline,plus_outside,fpir,query,2000,8972,0.010292764671091543,0.01030097916803575,11,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
103,102,102,60423,-1.6549989242506992e-05,-6.024999827675111e-05,0.0,1,0.01,baseline,plus_outside,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.010292764671091543,0.01030097916803575,11,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
1253,1225,1079,121736,-0.00023000591443779982,-0.0005257278044292567,5.770684103305401e-05,1,0.01,baseline,plus_entropy,fpir,query,2000,8972,0.010292764671091543,0.010062758756653743,11,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
103,95,90,60423,-0.00013239991394005594,-0.0003014165644165035,1.7351816031864955e-05,1,0.01,baseline,plus_entropy,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.010292764671091543,0.010062758756653743,11,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
1253,1237,1085,121736,-0.00013143195110731419,-0.00041893934415456396,0.0001560754419399356,1,0.01,baseline,plus_both,fpir,query,2000,8972,0.010292764671091543,0.010161332719984229,11,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
103,95,90,60423,-0.00013239991394005594,-0.0003014165644165035,1.7351816031864955e-05,1,0.01,baseline,plus_both,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.010292764671091543,0.010161332719984229,11,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
5468,5497,5247,121736,0.00023822041138200697,-0.00013163731353091901,0.0005832292830387067,1,0.05,baseline,plus_outside,fpir,query,2000,8972,0.04491686929092462,0.04515508970230663,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
385,391,375,60423,9.929993545504196e-05,-8.049942294630712e-05,0.0002754202681969154,1,0.05,baseline,plus_outside,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.04491686929092462,0.04515508970230663,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
5468,5483,4836,121736,0.00012321745416310706,-0.00047644082276401394,0.0006982322402576066,1,0.05,baseline,plus_entropy,fpir,query,2000,8972,0.04491686929092462,0.04504008674508773,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
385,391,349,60423,9.929993545504196e-05,-0.00019944911608881384,0.0004173947950683501,1,0.05,baseline,plus_entropy,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.04491686929092462,0.04504008674508773,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
5468,5571,4801,121736,0.000846093185253335,0.0002217914174935927,0.0014786094499572846,1,0.05,baseline,plus_both,fpir,query,2000,8972,0.04491686929092462,0.045762962476177955,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
385,398,346,60423,0.0002151498601525909,-0.00014591892782094313,0.0005802471089693232,1,0.05,baseline,plus_both,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.04491686929092462,0.045762962476177955,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
11005,10980,10431,121736,-0.00020536242360517842,-0.0007641535782348685,0.0003285798777682855,1,0.1,baseline,plus_outside,fpir,query,2000,8972,0.09040053887099954,0.09019517644739436,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
731,737,705,60423,9.929993545504196e-05,-0.00018756330371507684,0.0004309853895109503,1,0.1,baseline,plus_outside,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.09040053887099954,0.09019517644739436,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
11005,11095,9875,121736,0.0007393047249786423,-5.7501478609449955e-05,0.0015114674377341131,1,0.1,baseline,plus_entropy,fpir,query,2000,8972,0.09040053887099954,0.09113984359597818,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
731,737,665,60423,9.929993545504196e-05,-0.0003006594594410024,0.0005699663668058999,1,0.1,baseline,plus_entropy,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.09040053887099954,0.09113984359597818,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
11005,11187,9827,121736,0.0014950384438456989,0.0006653742524807781,0.0023000591443779984,1,0.1,baseline,plus_both,fpir,query,2000,8972,0.09040053887099954,0.09189557731484524,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
731,762,672,60423,0.0005130496665177168,-1.697145926514423e-05,0.0011774000382863549,1,0.1,baseline,plus_both,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.09040053887099954,0.09189557731484524,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
22410,22429,21047,121736,0.0001560754419399356,-0.0006820086087927971,0.0009857396333048565,1,0.2,baseline,plus_outside,fpir,query,2000,8972,0.18408687651968195,0.18424295196162188,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
1394,1399,1306,60423,8.274994621253496e-05,-0.0004354495409687207,0.0006220642603915126,1,0.2,baseline,plus_outside,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.18408687651968195,0.18424295196162188,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
22410,22322,20246,121736,-0.0007228757310902281,-0.00169218637050667,0.00034500887165669973,1,0.2,baseline,plus_entropy,fpir,query,2000,8972,0.18408687651968195,0.18336400078859172,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
1394,1353,1255,60423,-0.0006785495589427867,-0.001352497444421185,-7.291788108196193e-05,1,0.2,baseline,plus_entropy,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.18408687651968195,0.18336400078859172,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
22410,22486,20013,121736,0.0006243017677597423,-0.0004848606821318259,0.0017579023460603273,1,0.2,baseline,plus_both,fpir,query,2000,8972,0.18408687651968195,0.18471117828744169,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
1394,1351,1233,60423,-0.0007116495374278007,-0.0013893025300002282,-3.2784037051940465e-05,1,0.2,baseline,plus_both,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.18408687651968195,0.18471117828744169,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
34240,34161,32082,121736,-0.0006489452585923638,-0.0017254550831307084,0.00041893934415456396,1,0.3,baseline,plus_outside,fpir,query,2000,8972,0.2812643753696524,0.28061543011106,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2022,2058,1921,60423,0.0005957996127302517,-3.176687870931356e-05,0.0012147416071984195,1,0.3,baseline,plus_outside,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.2812643753696524,0.28061543011106,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
34240,34296,31388,121736,0.00046001182887559964,-0.0007066520996254186,0.0017172405861864996,1,0.3,baseline,plus_entropy,fpir,query,2000,8972,0.2812643753696524,0.28172438719852794,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2022,2004,1844,60423,-0.00029789980636512584,-0.0010621230231264123,0.00044045622642563647,1,0.3,baseline,plus_entropy,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.2812643753696524,0.28172438719852794,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
34240,34145,30775,121736,-0.000780377209699678,-0.0020782677268844055,0.0005752201485181036,1,0.3,baseline,plus_both,fpir,query,2000,8972,0.2812643753696524,0.2804839981599527,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2022,1994,1823,60423,-0.00046339969879019576,-0.0012896175730031105,0.0003118208201725427,1,0.3,baseline,plus_both,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.2812643753696524,0.2804839981599527,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
1194,1207,1177,121736,0.00010678846027469278,0.0,0.00021357692054938557,2,0.01,baseline,plus_outside,fpir,query,2000,8972,0.00980810935138332,0.009914897811658014,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
100,96,96,60423,-6.619995697002797e-05,-0.00016326144167127702,0.0,2,0.01,baseline,plus_outside,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.00980810935138332,0.009914897811658014,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
1194,1225,1066,121736,0.00025464940527042125,-1.6634356312019088e-05,0.0005339423013734639,2,0.01,baseline,plus_entropy,fpir,query,2000,8972,0.00980810935138332,0.010062758756653743,11,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
100,95,88,60423,-8.274994621253496e-05,-0.00024388850971833427,6.284971222725346e-05,2,0.01,baseline,plus_entropy,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.00980810935138332,0.010062758756653743,11,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
1194,1222,1063,121736,0.00023000591443779982,-4.1072484721035685e-05,0.0005175133074850496,2,0.01,baseline,plus_both,fpir,query,2000,8972,0.00980810935138332,0.01003811526582112,11,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
100,97,89,60423,-4.964996772752098e-05,-0.00020384355587632118,8.497473673113506e-05,2,0.01,baseline,plus_both,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.00980810935138332,0.01003811526582112,11,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
5504,5503,5219,121736,-8.214496944207137e-06,-0.0004025103502661497,0.0003532233686009069,2,0.05,baseline,plus_outside,fpir,query,2000,8972,0.045212591180916084,0.04520437668397188,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
387,388,371,60423,1.6549989242506992e-05,-0.00015399407729982528,0.0001932161884629805,2,0.05,baseline,plus_outside,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.045212591180916084,0.04520437668397188,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
5504,5535,4889,121736,0.00025464940527042125,-0.0003367943747124926,0.0008296641913649208,2,0.05,baseline,plus_entropy,fpir,query,2000,8972,0.045212591180916084,0.0454672405861865,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
387,389,350,60423,3.3099978485013984e-05,-0.0002677896022663554,0.00035432478487234327,2,0.05,baseline,plus_entropy,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.045212591180916084,0.0454672405861865,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
5504,5563,4842,121736,0.00048465531970822107,-0.00013143195110731419,0.0011007425905237562,2,0.05,baseline,plus_both,fpir,query,2000,8972,0.045212591180916084,0.0456972465006243,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
387,393,351,60423,9.929993545504196e-05,-0.00022328625187289686,0.0004465322944875803,2,0.05,baseline,plus_both,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.045212591180916084,0.0456972465006243,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
11203,11128,10569,121736,-0.0006160872708155352,-0.001199316553854242,-3.265262535322449e-05,2,0.1,baseline,plus_outside,fpir,query,2000,8972,0.09202700926595256,0.09141092199513702,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
734,744,702,60423,0.00016549989242506993,-0.00013397489435489508,0.0005561644797958583,2,0.1,baseline,plus_outside,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.09202700926595256,0.09141092199513702,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
11203,11151,10005,121736,-0.00042715384109877114,-0.001199316553854242,0.00032036538082407835,2,0.1,baseline,plus_entropy,fpir,query,2000,8972,0.09202700926595256,0.09159985542485378,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
734,742,669,60423,0.00013239991394005594,-0.0002877109868447177,0.0006440625213288323,2,0.1,baseline,plus_entropy,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.09202700926595256,0.09159985542485378,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
11203,11165,9923,121736,-0.0003121508838798712,-0.0011500295721889992,0.0004684316882434109,2,0.1,baseline,plus_both,fpir,query,2000,8972,0.09202700926595256,0.09171485838207268,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
734,755,665,60423,0.00034754977409264686,-0.0001775859364378318,0.0010361744709096023,2,0.1,baseline,plus_both,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.09202700926595256,0.09171485838207268,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
22885,22896,21574,121736,9.035946638627851e-05,-0.00073129559045804,0.000903800026286389,2,0.2,baseline,plus_outside,fpir,query,2000,8972,0.1879887625681803,0.18807912203456661,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
1420,1420,1341,60423,0.0,-0.000495194161551201,0.0005006389313900045,2,0.2,baseline,plus_outside,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.1879887625681803,0.18807912203456661,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
22885,22953,20844,121736,0.0005585857922060854,-0.0005010843135966354,0.0016182558980088059,2,0.2,baseline,plus_entropy,fpir,query,2000,8972,0.1879887625681803,0.18854734836038642,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
1420,1381,1284,60423,-0.0006454495804577728,-0.001340135586520456,-3.341970823155838e-05,2,0.2,baseline,plus_entropy,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.1879887625681803,0.18854734836038642,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
22885,22945,20525,121736,0.0004928698166524282,-0.0006327216271275544,0.0016346848918972203,2,0.2,baseline,plus_both,fpir,query,2000,8972,0.1879887625681803,0.18848163238483276,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
1420,1377,1261,60423,-0.0007116495374278007,-0.001369548974455298,-4.837800441322684e-05,2,0.2,baseline,plus_both,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.1879887625681803,0.18848163238483276,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
34594,34648,32616,121736,0.0004435828349871854,-0.0005832292830387067,0.0014786094499572846,2,0.3,baseline,plus_outside,fpir,query,2000,8972,0.2841723072879017,0.28461589012288885,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2040,2078,1949,60423,0.0006288995912152657,9.572814749141765e-05,0.0011572230228745859,2,0.3,baseline,plus_outside,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.2841723072879017,0.28461589012288885,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
34594,34802,31870,121736,0.0017086153643950846,0.00048444995728461624,0.0029572188999145693,2,0.3,baseline,plus_entropy,fpir,query,2000,8972,0.2841723072879017,0.28588092265229675,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2040,2020,1858,60423,-0.00033099978485013986,-0.001103240173845688,0.0004278827687924416,2,0.3,baseline,plus_entropy,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.2841723072879017,0.28588092265229675,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
34594,34740,31341,121736,0.001199316553854242,-0.00013143195110731419,0.0025464940527042124,2,0.3,baseline,plus_both,fpir,query,2000,8972,0.2841723072879017,0.2853716238417559,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2040,2027,1848,60423,-0.0002151498601525909,-0.0009755018512712205,0.0005186818302689735,2,0.3,baseline,plus_both,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.2841723072879017,0.2853716238417559,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
1231,1227,1223,121736,-3.2857987776828546e-05,-9.035946638627851e-05,1.6428993888414273e-05,3,0.01,baseline,plus_outside,fpir,query,2000,8972,0.010112045738318986,0.010079187750542156,11,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
104,103,103,60423,-1.6549989242506992e-05,-5.2040353950155795e-05,0.0,3,0.01,baseline,plus_outside,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.010112045738318986,0.010079187750542156,11,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
1231,1243,1093,121736,9.857396333048565e-05,-0.00017250443582834986,0.0003778668594335283,3,0.01,baseline,plus_entropy,fpir,query,2000,8972,0.010112045738318986,0.010210619701649472,11,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
104,95,91,60423,-0.00014894990318256292,-0.0003155082043184875,0.0,3,0.01,baseline,plus_entropy,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.010112045738318986,0.010210619701649472,11,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
1231,1243,1090,121736,9.857396333048565e-05,-0.00017250443582834986,0.0003860813563777354,3,0.01,baseline,plus_both,fpir,query,2000,8972,0.010112045738318986,0.010210619701649472,11,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
104,96,92,60423,-0.00013239991394005594,-0.0003003101985070465,1.645991671732016e-05,3,0.01,baseline,plus_both,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.010112045738318986,0.010210619701649472,11,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
5539,5585,5312,121736,0.0003778668594335283,8.214496944207137e-06,0.0007312955904580392,3,0.05,baseline,plus_outside,fpir,query,2000,8972,0.04550009857396333,0.04587796543339686,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
392,392,379,60423,0.0,-0.00016912447916360941,0.00015985236295163483,3,0.05,baseline,plus_outside,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.04550009857396333,0.04587796543339686,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
5539,5610,4951,121736,0.0005832292830387067,-8.214496944207137e-06,0.0011666639285010175,3,0.05,baseline,plus_entropy,fpir,query,2000,8972,0.04550009857396333,0.04608332785700204,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
