case_id,extraction_uid,dataset_id,sample_id,model_uid,compression_family,compression_profile,search_mode,is_mated,threshold_policy,top1_score_drift,agreement_with_origin,threshold_crossing,origin_fallback_used,saliency_target_eligible,heatmap_available,angular_error_rad,retrieval_metrics_available,case_group,case_priority_rank,selection_seed,cases_per_group
gradcam-3d47a1ff94ec65cb814f,population-9440d68759afdd6219d4bc36,survface,survface:unknown_unknown_probe:distractors_2548,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,False,frozen_origin,0.3388037383556366,False,False,False,True,True,0.8599361542393261,True,rank_flip,3,42,8
gradcam-0c3f73261cc380fa85c5,population-9440d68759afdd6219d4bc36,survface,survface:unknown_unknown_probe:447_cam2_1,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,False,frozen_origin,0.2826335877180099,False,False,False,True,True,0.8574876867955467,True,rank_flip,4,42,8
gradcam-ff8fa6f00f39d82a43d8,population-9440d68759afdd6219d4bc36,survface,survface:unknown_unknown_probe:distractors_4672,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,False,frozen_origin,0.0640016496181488,False,False,False,True,True,0.8554331800872341,True,rank_flip,5,42,8
gradcam-c6bdb8801542c0ef53dd,population-9440d68759afdd6219d4bc36,survface,survface:unknown_unknown_probe:distractors_21592,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,False,frozen_origin,0.1675421893596649,False,False,False,True,True,0.8534459193971965,True,rank_flip,6,42,8
gradcam-76ea23866b31fe6c370c,population-9440d68759afdd6219d4bc36,survface,survface:unknown_unknown_probe:distractors_2648,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,False,frozen_origin,0.2434881031513214,False,False,False,True,True,0.8525990630821239,True,rank_flip,7,42,8
gradcam-8ce1bc031419e1adfe33,population-9440d68759afdd6219d4bc36,survface,survface:unknown_unknown_probe:distractors_2345,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,False,frozen_origin,0.1674763560295105,False,False,False,True,True,0.8465371879465361,True,rank_flip,8,42,8
gradcam-8096ed791b0c8521f0c0,population-9440d68759afdd6219d4bc36,survface,survface:registered_probe:5647_cam1_47,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,True,frozen_origin,-0.1030774712562561,True,False,False,True,True,0.1623833962753546,True,stable,1,42,8
gradcam-445b5304d7c0a07de702,population-9440d68759afdd6219d4bc36,survface,survface:unknown_unknown_probe:5863_cam1_118,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,False,frozen_origin,-0.197356104850769,True,False,False,True,True,0.1624953825637613,True,stable,2,42,8
gradcam-46d3f120def27e42bd26,population-9440d68759afdd6219d4bc36,survface,survface:registered_probe:6331_cam5_2,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,True,frozen_origin,-0.2129415869712829,True,False,False,True,True,0.1628829665348902,True,stable,3,42,8
gradcam-2034bf03c83182646171,population-9440d68759afdd6219d4bc36,survface,survface:unknown_unknown_probe:5748_cam1_111,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,False,frozen_origin,-0.1550790071487426,True,False,False,True,True,0.16408811697765,True,stable,4,42,8
gradcam-34fa92f2507f074eae67,population-9440d68759afdd6219d4bc36,survface,survface:unknown_unknown_probe:10454_cam2_38,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,False,frozen_origin,-0.0975140333175659,True,False,False,True,True,0.1675666943765175,True,stable,5,42,8
gradcam-29f9499522515a11ee6b,population-9440d68759afdd6219d4bc36,survface,survface:unknown_unknown_probe:5783_cam1_3,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,False,frozen_origin,-0.134028673171997,True,False,False,True,True,0.1703143417437199,True,stable,6,42,8
gradcam-a28edb008d6422d70200,population-9440d68759afdd6219d4bc36,survface,survface:unknown_unknown_probe:5748_cam1_161,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,False,frozen_origin,-0.1693378090858459,True,False,False,True,True,0.1723903438526564,True,stable,7,42,8
gradcam-c673818d5053e45e1767,population-9440d68759afdd6219d4bc36,survface,survface:registered_probe:5622_cam1_99,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,True,frozen_origin,-0.167183518409729,True,False,False,True,True,0.1738912608802322,True,stable,8,42,8
gradcam-b81e2a85a824cdfd23a1,population-9440d68759afdd6219d4bc36,survface,survface:registered_probe:844_cam2_1,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,True,frozen_origin,0.1779623627662658,True,True,False,True,True,0.7181757135326713,True,threshold_crossing,1,42,8
gradcam-6c53b422aaca8a3f2df6,population-9440d68759afdd6219d4bc36,survface,survface:registered_probe:5244_18,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,True,frozen_origin,0.0938282012939453,True,True,False,True,True,0.7138242489396895,True,threshold_crossing,2,42,8
gradcam-7f4bb9ca3fe2d436ca6d,population-9440d68759afdd6219d4bc36,survface,survface:registered_probe:5227_19,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,True,frozen_origin,0.0680121779441833,True,True,False,True,True,0.6707708913652983,True,threshold_crossing,3,42,8
gradcam-8bdc4d3c4700f3ff945e,population-9440d68759afdd6219d4bc36,survface,survface:registered_probe:5244_23,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,True,frozen_origin,0.0724610686302185,True,True,False,True,True,0.6476733289175948,True,threshold_crossing,4,42,8
gradcam-281fb221dc034697738b,population-9440d68759afdd6219d4bc36,survface,survface:registered_probe:5255_22,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,True,frozen_origin,0.0925723314285278,True,True,False,True,True,0.6119026834395528,True,threshold_crossing,5,42,8
gradcam-4b198abaedd997b10735,population-9440d68759afdd6219d4bc36,survface,survface:registered_probe:5241_26,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,True,frozen_origin,0.0378438234329223,True,True,False,True,True,0.5858609075309764,True,threshold_crossing,6,42,8
gradcam-1f2985df906510ea3c36,population-9440d68759afdd6219d4bc36,survface,survface:registered_probe:262_cam1_1,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,True,frozen_origin,0.1634742617607116,True,True,False,True,True,0.5757330608201175,True,threshold_crossing,7,42,8
gradcam-c681bde0677b0a7c74e2,population-9440d68759afdd6219d4bc36,survface,survface:registered_probe:5227_14,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,True,frozen_origin,0.0545614957809448,True,True,False,True,True,0.5578669107746278,True,threshold_crossing,8,42,8
gradcam-0d447bcdf064f03eebcb,population-9440d68759afdd6219d4bc36,survface,survface:registered_probe:2973_cam3_1,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,True,frozen_origin,-0.0062118768692016,True,False,False,True,True,0.9628445902962104,True,high_error,1,42,8
gradcam-f2cd75920042cd35d2b3,population-9440d68759afdd6219d4bc36,survface,survface:registered_probe:4072_cam2_1,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,True,frozen_origin,0.0948338508605957,True,False,False,True,True,0.905569255435877,True,high_error,2,42,8
gradcam-c61afae874bfcca696d2,population-9440d68759afdd6219d4bc36,survface,survface:registered_probe:2742_cam2_1,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,True,frozen_origin,0.0129460990428924,True,False,False,True,True,0.8891253536158097,True,high_error,3,42,8
gradcam-04737fdf5f10ff36a09d,population-9440d68759afdd6219d4bc36,survface,survface:unknown_unknown_probe:distractors_1458,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.0924456119537353,True,False,False,True,True,0.8631409520829706,True,high_error,4,42,8
gradcam-6fa2683ea3908f3f5796,population-9440d68759afdd6219d4bc36,survface,survface:unknown_unknown_probe:distractors_2510,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.0687816441059112,True,False,False,True,True,0.8627087599202327,True,high_error,5,42,8
gradcam-541e9c4dc9b06c468e7f,population-9440d68759afdd6219d4bc36,survface,survface:unknown_unknown_probe:447_cam2_1,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.1236830502748489,True,False,False,True,True,0.8574876867955467,True,high_error,6,42,8
gradcam-4439287f8edce0bef840,population-9440d68759afdd6219d4bc36,survface,survface:unknown_unknown_probe:distractors_2345,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.1243607103824615,True,False,False,True,True,0.8465371879465361,True,high_error,7,42,8
gradcam-e91df5055ca720128636,population-9440d68759afdd6219d4bc36,survface,survface:unknown_unknown_probe:728_cam2_1,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.0972057878971099,True,False,False,True,True,0.8454775423131605,True,high_error,8,42,8
gradcam-73d2334c6cec2d51191b,population-9440d68759afdd6219d4bc36,survface,survface:unknown_unknown_probe:distractors_3188,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.1710865199565887,False,False,False,True,True,0.8895895827402633,True,rank_flip,1,42,8
gradcam-5bb3b298e7acd2016855,population-9440d68759afdd6219d4bc36,survface,survface:unknown_unknown_probe:distractors_4412,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.038583219051361,False,False,False,True,True,0.878989094442701,True,rank_flip,2,42,8
gradcam-18f7bb9bf05c03c697ed,population-9440d68759afdd6219d4bc36,survface,survface:unknown_unknown_probe:distractors_2548,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.1821084916591644,False,False,False,True,True,0.8599361542393261,True,rank_flip,3,42,8
gradcam-d641924025266783dd79,population-9440d68759afdd6219d4bc36,survface,survface:unknown_unknown_probe:distractors_4672,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.0111390948295593,False,False,False,True,True,0.8554331800872341,True,rank_flip,4,42,8
gradcam-5df7aefabfc9a06eabd8,population-9440d68759afdd6219d4bc36,survface,survface:unknown_unknown_probe:distractors_21592,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.0223819613456726,False,False,False,True,True,0.8534459193971965,True,rank_flip,5,42,8
gradcam-a58b960c85a1bbcae6a0,population-9440d68759afdd6219d4bc36,survface,survface:unknown_unknown_probe:distractors_2648,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.0725260972976684,False,False,False,True,True,0.8525990630821239,True,rank_flip,6,42,8
gradcam-c67fd0603d191b82a713,population-9440d68759afdd6219d4bc36,survface,survface:unknown_unknown_probe:distractors_3165,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.0387132167816162,False,False,False,True,True,0.8441986812797844,True,rank_flip,7,42,8
gradcam-d8d7385a434d57c5f072,population-9440d68759afdd6219d4bc36,survface,survface:registered_probe:9197_cam1_97,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,True,frozen_origin,0.0767558217048645,False,False,False,True,True,0.843901072376776,True,rank_flip,8,42,8
gradcam-a7793e742d8e74c7b0d0,population-9440d68759afdd6219d4bc36,survface,survface:registered_probe:5647_cam1_96,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,True,frozen_origin,0.0144529342651367,True,False,False,True,True,0.1471109523324875,True,stable,1,42,8
gradcam-7e008264e0eadf099d5b,population-9440d68759afdd6219d4bc36,survface,survface:registered_probe:9349_cam1_5,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,True,frozen_origin,0.010913074016571,True,False,False,True,True,0.1498033411862971,True,stable,2,42,8
gradcam-1a781c8e0b656614e07c,population-9440d68759afdd6219d4bc36,survface,survface:registered_probe:5831_cam1_98,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,True,frozen_origin,0.012781798839569,True,False,False,True,True,0.152015579234516,True,stable,3,42,8
gradcam-8c86e434b9176cc40a51,population-9440d68759afdd6219d4bc36,survface,survface:unknown_unknown_probe:8905_cam2_29,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.0112260580062866,True,False,False,True,True,0.153453555597321,True,stable,4,42,8
gradcam-4b0b19cae52a91ee1d93,population-9440d68759afdd6219d4bc36,survface,survface:unknown_unknown_probe:5834_cam1_112,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.0130274891853332,True,False,False,True,True,0.153663102320838,True,stable,5,42,8
gradcam-10ef333d875bd96bcef4,population-9440d68759afdd6219d4bc36,survface,survface:registered_probe:5821_cam1_108,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,True,frozen_origin,0.0152726769447326,True,False,False,True,True,0.1544468965820484,True,stable,6,42,8
gradcam-b0dd7d342abbae73856a,population-9440d68759afdd6219d4bc36,survface,survface:unknown_unknown_probe:9884_cam3_8,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.0126439929008483,True,False,False,True,True,0.1545959633018821,True,stable,7,42,8
gradcam-8929fab0c7e8d50ffbd1,population-9440d68759afdd6219d4bc36,survface,survface:unknown_unknown_probe:10256_cam1_19,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.0132381319999694,True,False,False,True,True,0.1560355100319211,True,stable,8,42,8
gradcam-36cf3dd07e0d2594e807,population-9440d68759afdd6219d4bc36,survface,survface:registered_probe:5244_18,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,True,frozen_origin,0.0819035768508911,True,True,False,True,True,0.7138242489396895,True,threshold_crossing,1,42,8
gradcam-c2818bd99fdcce1c66d8,population-9440d68759afdd6219d4bc36,survface,survface:registered_probe:5227_19,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,True,frozen_origin,0.0824629664421081,True,True,False,True,True,0.6707708913652983,True,threshold_crossing,2,42,8
gradcam-d6c2e1208798c486e9aa,population-9440d68759afdd6219d4bc36,survface,survface:registered_probe:5244_23,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,True,frozen_origin,0.0606245994567871,True,True,False,True,True,0.6476733289175948,True,threshold_crossing,3,42,8
gradcam-ca360c2c7ee243bb10ff,population-9440d68759afdd6219d4bc36,survface,survface:registered_probe:5255_22,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,True,frozen_origin,0.0905801653861999,True,True,False,True,True,0.6119026834395528,True,threshold_crossing,4,42,8
gradcam-d8a76f9e1b393e32295a,population-9440d68759afdd6219d4bc36,survface,survface:registered_probe:5241_26,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,True,frozen_origin,0.0512944459915161,True,True,False,True,True,0.5858609075309764,True,threshold_crossing,5,42,8
gradcam-784b4441bcb9b2dded2a,population-9440d68759afdd6219d4bc36,survface,survface:registered_probe:262_cam1_1,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,True,frozen_origin,0.1138866543769836,True,True,False,True,True,0.5757330608201175,True,threshold_crossing,6,42,8
gradcam-90105cdfb6877bdb5a68,population-9440d68759afdd6219d4bc36,survface,survface:registered_probe:5227_14,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,True,frozen_origin,0.0588802695274353,True,True,False,True,True,0.5578669107746278,True,threshold_crossing,7,42,8
gradcam-bf53d3fabdc645ed6201,population-9440d68759afdd6219d4bc36,survface,survface:registered_probe:5249_26,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,True,frozen_origin,0.0554944276809692,True,True,False,True,True,0.5536498983195957,True,threshold_crossing,8,42,8
gradcam-1b2d9f331c08b1132d67,population-9440d68759afdd6219d4bc36,survface,survface:registered_probe:4072_cam2_1,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_direct_cosine,True,frozen_origin,0.0559448599815368,True,False,False,True,True,0.6242630050509727,True,high_error,1,42,8
gradcam-eae8398663f47b9d96fb,population-9440d68759afdd6219d4bc36,survface,survface:registered_probe:2973_cam3_1,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_direct_cosine,True,frozen_origin,0.2387104630470276,True,False,False,True,True,0.5331540228501753,True,high_error,2,42,8
gradcam-97f1167933c42d439ddc,population-9440d68759afdd6219d4bc36,survface,survface:unknown_unknown_probe:distractors_21592,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_direct_cosine,False,frozen_origin,0.1538635194301605,True,False,False,True,True,0.5212975171934907,True,high_error,3,42,8
gradcam-1bc4f2aacd865694e77e,population-9440d68759afdd6219d4bc36,survface,survface:registered_probe:9197_cam1_97,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_direct_cosine,True,frozen_origin,0.0627390146255493,True,False,False,True,True,0.5137162237914727,True,high_error,4,42,8
gradcam-39cd5628bb850a7f5586,population-9440d68759afdd6219d4bc36,survface,survface:registered_probe:4639_cam2_2,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_direct_cosine,True,frozen_origin,0.0518699288368225,True,False,False,True,True,0.5040084257653052,True,high_error,5,42,8
gradcam-022ae8d3f5062c03e289,population-9440d68759afdd6219d4bc36,survface,survface:registered_probe:5227_18,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_direct_cosine,True,frozen_origin,0.0208680629730224,True,False,False,True,True,0.4886498541736925,True,high_error,6,42,8
gradcam-1596272ecf745d24c33a,population-9440d68759afdd6219d4bc36,survface,survface:unknown_unknown_probe:distractors_5348,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_direct_cosine,False,frozen_origin,0.133783757686615,True,False,False,True,True,0.4880075345796324,True,high_error,7,42,8
gradcam-3cb55ddf4cdffdfa85ac,population-9440d68759afdd6219d4bc36,survface,survface:registered_probe:2742_cam2_1,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_direct_cosine,True,frozen_origin,0.130570501089096,True,False,False,True,True,0.4827922751582312,True,high_error,8,42,8
gradcam-881f641ac5ba1e3a3f3b,population-9440d68759afdd6219d4bc36,survface,survface:unknown_unknown_probe:distractors_3188,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_direct_cosine,False,frozen_origin,0.0196595788002014,False,False,False,True,True,0.596052565585686,True,rank_flip,1,42,8
gradcam-535a8ddebdaafbd0c0af,population-9440d68759afdd6219d4bc36,survface,survface:unknown_unknown_probe:distractors_12176,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_direct_cosine,False,frozen_origin,0.1733863651752472,False,False,False,True,True,0.5316292623151321,True,rank_flip,2,42,8
gradcam-2864a270b113da49f008,population-9440d68759afdd6219d4bc36,survface,survface:unknown_unknown_probe:9132_cam2_66,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_direct_cosine,False,frozen_origin,0.0655234158039093,False,False,False,True,True,0.5180500845833462,True,rank_flip,3,42,8
gradcam-886ddf92da26218ed513,population-9440d68759afdd6219d4bc36,survface,survface:unknown_unknown_probe:distractors_3599,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_direct_cosine,False,frozen_origin,0.1001199930906295,False,False,False,True,True,0.5149362930916338,True,rank_flip,4,42,8
gradcam-6d1541db231952315602,population-9440d68759afdd6219d4bc36,survface,survface:unknown_unknown_probe:distractors_12175,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_direct_cosine,False,frozen_origin,0.1025121510028839,False,False,False,True,True,0.5111151530142137,True,rank_flip,5,42,8
gradcam-4dc20f91cc577a48131f,population-9440d68759afdd6219d4bc36,survface,survface:unknown_unknown_probe:distractors_231,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_direct_cosine,False,frozen_origin,0.1274293065071106,False,False,False,True,True,0.4997897328088844,True,rank_flip,6,42,8
gradcam-5e6c0a72e25290155e2b,population-9440d68759afdd6219d4bc36,survface,survface:unknown_unknown_probe:distractors_12179,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_direct_cosine,False,frozen_origin,0.1734268367290496,False,False,False,True,True,0.4911640213329299,True,rank_flip,7,42,8
gradcam-2b4c0f3f9f6e7a44073b,population-9440d68759afdd6219d4bc36,survface,survface:unknown_unknown_probe:distractors_3189,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_direct_cosine,False,frozen_origin,0.1594676673412323,False,False,False,True,True,0.4901721227198067,True,rank_flip,8,42,8
gradcam-69bdf0fd6e2b3ab0c972,population-9440d68759afdd6219d4bc36,survface,survface:unknown_unknown_probe:5748_cam1_111,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_direct_cosine,False,frozen_origin,-0.1657078266143798,True,False,False,True,True,0.0713096380133854,True,stable,1,42,8
gradcam-430e9f894f280bab659c,population-9440d68759afdd6219d4bc36,survface,survface:unknown_unknown_probe:5735_cam1_133,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_direct_cosine,False,frozen_origin,-0.148626446723938,True,False,False,True,True,0.0772847266555052,True,stable,2,42,8
gradcam-5bc221f4a8c131e105a5,population-9440d68759afdd6219d4bc36,survface,survface:unknown_unknown_probe:5777_cam2_21,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_direct_cosine,False,frozen_origin,-0.2061991095542907,True,False,False,True,True,0.0776654739426398,True,stable,3,42,8
gradcam-fc401b793910afd5b4e1,population-9440d68759afdd6219d4bc36,survface,survface:registered_probe:5647_cam1_47,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_direct_cosine,True,frozen_origin,-0.1216310262680053,True,False,False,True,True,0.0776874408301539,True,stable,4,42,8
gradcam-e4525916ca7f66046089,population-9440d68759afdd6219d4bc36,survface,survface:unknown_unknown_probe:5670_cam1_50,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_direct_cosine,False,frozen_origin,-0.2377431392669677,True,False,False,True,True,0.0778920420683223,True,stable,5,42,8
gradcam-07d686a0e151cce5f5b7,population-9440d68759afdd6219d4bc36,survface,survface:registered_probe:5796_cam1_133,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_direct_cosine,True,frozen_origin,-0.2224329710006714,True,False,False,True,True,0.0781416158805624,True,stable,6,42,8
gradcam-0586c740d71b3ab9c057,population-9440d68759afdd6219d4bc36,survface,survface:unknown_unknown_probe:5742_cam1_93,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_direct_cosine,False,frozen_origin,-0.1677567362785339,True,False,False,True,True,0.0785441913504463,True,stable,7,42,8
gradcam-cc297647284e4f28b9a6,population-9440d68759afdd6219d4bc36,survface,survface:unknown_unknown_probe:5748_cam1_105,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_direct_cosine,False,frozen_origin,-0.1615328192710876,True,False,False,True,True,0.079077262909703,True,stable,8,42,8
gradcam-bd9cb4f04582eb8410b2,population-9440d68759afdd6219d4bc36,survface,survface:registered_probe:5244_23,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_direct_cosine,True,frozen_origin,0.049481987953186,True,True,False,True,True,0.3393506275324661,True,threshold_crossing,1,42,8
gradcam-0b82e8d10c4653502113,population-9440d68759afdd6219d4bc36,survface,survface:registered_probe:262_cam1_1,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_direct_cosine,True,frozen_origin,0.0959628224372863,True,True,False,True,True,0.3343902519783313,True,threshold_crossing,2,42,8
gradcam-fd9def17f5d5625b70da,population-9440d68759afdd6219d4bc36,survface,survface:registered_probe:5578_cam2_12,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_direct_cosine,True,frozen_origin,-0.0414974689483642,True,True,False,True,True,0.2125315465252656,True,threshold_crossing,3,42,8
gradcam-c548ec7ebb00f2292395,population-9440d68759afdd6219d4bc36,survface,survface:unknown_unknown_probe:9339_cam3_65,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_direct_cosine,False,frozen_origin,-0.2311378121376037,True,True,False,True,True,0.2071618733386966,True,threshold_crossing,4,42,8
