compression_profile,search_mode,threshold_policy,target_fpir,reference_profile,n,reference_fa,candidate_fa,both_fa,neither_fa,new_fa,lost_fa,delta_fpir,delta_ci_low,delta_ci_high
pq_512_m32_b8,pq_one_sided_cosine,frozen_origin,0.05,pq_512_m64_b8,121736,1738,1862,1500,119636,362,238,0.001018597621081685,0.000599658276927121,0.0014046789774594204
pq_512_m32_b8,pq_one_sided_cosine,recalibrated_compressed,0.05,pq_512_m64_b8,121736,5623,5169,4573,115517,596,1050,-0.00372938161267004,-0.004394961227574423,-0.0031130889794309005
pq_512_m32_b8,pq_one_sided_cosine,frozen_origin,0.1,pq_512_m64_b8,121736,3889,3882,3287,117252,595,602,-5.7501478609449955e-05,-0.0006489452585923638,0.0005010843135966354
pq_512_m32_b8,pq_one_sided_cosine,recalibrated_compressed,0.1,pq_512_m64_b8,121736,11112,10617,9458,109465,1159,1654,-0.0040661759873825325,-0.004937118025892094,-0.003261155286850233
pq_512_m32_b8,pq_one_sided_cosine,frozen_origin,0.2,pq_512_m64_b8,121736,9676,9030,8066,111096,964,1610,-0.005306565025957811,-0.006111996451337319,-0.004534196950778736
pq_512_m32_b8,pq_one_sided_cosine,recalibrated_compressed,0.2,pq_512_m64_b8,121736,22440,21867,19822,97251,2045,2618,-0.004706906749030689,-0.005783211211145429,-0.0035813153052507074
pq_512_m32_b8,pq_one_sided_cosine,frozen_origin,0.3,pq_512_m64_b8,121736,17321,15745,14543,103213,1202,2778,-0.012946047184070447,-0.014005922652296773,-0.011911020569100348
pq_512_m32_b8,pq_one_sided_cosine,recalibrated_compressed,0.3,pq_512_m64_b8,121736,33843,33349,30622,85166,2727,3221,-0.004057961490438326,-0.005323404744693434,-0.002760070973253598
pq_512_m16_b8,pq_one_sided_cosine,frozen_origin,0.01,pq_512_m32_b8,121736,412,637,392,121079,245,20,0.0018482618124466058,0.0015853979102319774,0.0021193402116054414
pq_512_m16_b8,pq_one_sided_cosine,recalibrated_compressed,0.01,pq_512_m32_b8,121736,1099,918,832,120551,86,267,-0.0014868239469014919,-0.0017907603338371558,-0.0011828875599658277
pq_512_m16_b8,pq_one_sided_cosine,frozen_origin,0.05,pq_512_m32_b8,121736,1862,2678,1774,118970,904,88,0.006703029506473023,0.0061773017020437665,0.007212328317013866
pq_512_m16_b8,pq_one_sided_cosine,recalibrated_compressed,0.05,pq_512_m32_b8,121736,5169,5014,4379,115932,635,790,-0.0012732470263521062,-0.0019057632910560558,-0.000657159755536571
pq_512_m16_b8,pq_one_sided_cosine,frozen_origin,0.1,pq_512_m32_b8,121736,3882,5401,3737,116190,1664,145,0.012477820858250641,0.01182066110271407,0.013143400473155023
pq_512_m16_b8,pq_one_sided_cosine,recalibrated_compressed,0.1,pq_512_m32_b8,121736,10617,10412,9101,109808,1311,1516,-0.001683971873562463,-0.002571137543536834,-0.0008378786883091279
pq_512_m16_b8,pq_one_sided_cosine,frozen_origin,0.2,pq_512_m32_b8,121736,9030,11886,8626,109446,3260,404,0.023460603272655582,0.022442005651573897,0.024421904777551424
pq_512_m16_b8,pq_one_sided_cosine,recalibrated_compressed,0.2,pq_512_m32_b8,121736,21867,21413,19315,97771,2098,2552,-0.00372938161267004,-0.004830740290464612,-0.0026035848064664543
pq_512_m16_b8,pq_one_sided_cosine,frozen_origin,0.3,pq_512_m32_b8,121736,15745,19643,15106,101454,4537,639,0.03202010908851942,0.030829007031609384,0.033186567654596835
pq_512_m16_b8,pq_one_sided_cosine,recalibrated_compressed,0.3,pq_512_m32_b8,121736,33349,32862,30234,85759,2628,3115,-0.0040004600118288755,-0.00519238351843333,-0.002702569494644148
pq_512_m8_b8,pq_one_sided_cosine,frozen_origin,0.01,pq_512_m16_b8,121736,637,1048,617,120668,431,20,0.003376158244069133,0.0030311493724124333,0.0037129526187816256
pq_512_m8_b8,pq_one_sided_cosine,recalibrated_compressed,0.01,pq_512_m16_b8,121736,918,926,766,120658,160,152,6.571597555365709e-05,-0.00021357692054938557,0.00034500887165669973
pq_512_m8_b8,pq_one_sided_cosine,frozen_origin,0.05,pq_512_m16_b8,121736,2678,4013,2599,117644,1414,79,0.010966353420516528,0.010325622658868371,0.011607084182164685
pq_512_m8_b8,pq_one_sided_cosine,recalibrated_compressed,0.05,pq_512_m16_b8,121736,5014,4871,4226,116077,645,788,-0.0011746730630216205,-0.0017909656962607607,-0.0005668002891502925
pq_512_m8_b8,pq_one_sided_cosine,frozen_origin,0.1,pq_512_m16_b8,121736,5401,7902,5236,113669,2666,165,0.02054445685746205,0.019698158309785108,0.021382540908194782
pq_512_m8_b8,pq_one_sided_cosine,recalibrated_compressed,0.1,pq_512_m16_b8,121736,10412,10123,8904,110105,1219,1508,-0.0023739896168758624,-0.003252940789906026,-0.0015443254255109416
pq_512_m8_b8,pq_one_sided_cosine,frozen_origin,0.2,pq_512_m16_b8,121736,11886,16449,11581,104982,4868,305,0.037482749556417165,0.03627521850561872,0.03859191200630873
pq_512_m8_b8,pq_one_sided_cosine,recalibrated_compressed,0.2,pq_512_m16_b8,121736,21413,21042,18953,98234,2089,2460,-0.0030475783663008477,-0.004090819478215154,-0.0019384159164092802
pq_512_m8_b8,pq_one_sided_cosine,frozen_origin,0.3,pq_512_m16_b8,121736,19643,25651,19186,95628,6465,457,0.04935269764079648,0.04795602779785765,0.05068344614575803
pq_512_m8_b8,pq_one_sided_cosine,recalibrated_compressed,0.3,pq_512_m16_b8,121736,32862,32295,29796,86375,2499,3066,-0.004657619767365446,-0.005832498192810672,-0.0034008017349017546
pq_512_m64_b8,pq_adc_exhaustive,recalibrated_compressed,0.01,pq_512_m128_b8,121736,1272,1208,1004,120260,204,268,-0.0005257278044292567,-0.0008871656699743708,-0.00018872806729316007
pq_512_m64_b8,pq_adc_exhaustive,recalibrated_compressed,0.05,pq_512_m128_b8,121736,5589,5513,4811,115445,702,778,-0.0006243017677597423,-0.0012650325294078992,-2.464349083262141e-05
pq_512_m64_b8,pq_adc_exhaustive,recalibrated_compressed,0.1,pq_512_m128_b8,121736,11299,11080,9900,109257,1180,1399,-0.001798974830781363,-0.002628639022146284,-0.0009771144115134412
pq_512_m64_b8,pq_adc_exhaustive,recalibrated_compressed,0.2,pq_512_m128_b8,121736,22571,22471,20339,97033,2132,2232,-0.0008214496944207137,-0.00186469080633502,0.00025464940527042125
pq_512_m64_b8,pq_adc_exhaustive,recalibrated_compressed,0.3,pq_512_m128_b8,121736,34110,34141,31398,84883,2743,2712,0.00025464940527042125,-0.0009118091608069921,0.0015032529407899061
pq_512_m32_b8,pq_adc_exhaustive,recalibrated_compressed,0.01,pq_512_m64_b8,121736,1208,1083,929,120374,154,279,-0.001026812118025892,-0.001380035486626799,-0.0006982322402576066
pq_512_m32_b8,pq_adc_exhaustive,recalibrated_compressed,0.05,pq_512_m64_b8,121736,5513,5157,4496,115562,661,1017,-0.0029243609121377408,-0.0035981550239863307,-0.0022589866596569625
pq_512_m32_b8,pq_adc_exhaustive,recalibrated_compressed,0.1,pq_512_m64_b8,121736,11080,10717,9401,109340,1316,1679,-0.0029818623907471907,-0.003910100545442597,-0.002119134849181837
pq_512_m32_b8,pq_adc_exhaustive,recalibrated_compressed,0.2,pq_512_m64_b8,121736,22471,21841,19654,97078,2187,2817,-0.005175133074850496,-0.006301135243477689,-0.004025103502661497
pq_512_m32_b8,pq_adc_exhaustive,recalibrated_compressed,0.3,pq_512_m64_b8,121736,34141,33382,30514,84727,2868,3627,-0.006234803180653217,-0.00751708615364395,-0.004887625681803246
pq_512_m16_b8,pq_adc_exhaustive,recalibrated_compressed,0.01,pq_512_m32_b8,121736,1083,922,829,120560,93,254,-0.001322534008017349,-0.001626470394953013,-0.001018597621081685
pq_512_m16_b8,pq_adc_exhaustive,recalibrated_compressed,0.05,pq_512_m32_b8,121736,5157,5008,4328,115899,680,829,-0.0012239600446868634,-0.0018729053032792273,-0.000599452914503517
pq_512_m16_b8,pq_adc_exhaustive,recalibrated_compressed,0.1,pq_512_m32_b8,121736,10717,10401,9100,109718,1301,1617,-0.0025957810343694553,-0.003442079582046395,-0.001741473352171913
pq_512_m16_b8,pq_adc_exhaustive,recalibrated_compressed,0.2,pq_512_m32_b8,121736,21841,21332,19177,97740,2155,2664,-0.0041811789446014325,-0.005265903266083984,-0.003022729513044622
pq_512_m16_b8,pq_adc_exhaustive,recalibrated_compressed,0.3,pq_512_m32_b8,121736,33382,32662,30013,85705,2649,3369,-0.0059144377998291385,-0.007097325359794966,-0.004616547282644411
pq_512_m8_b8,pq_adc_exhaustive,recalibrated_compressed,0.01,pq_512_m16_b8,121736,922,923,769,120660,154,153,8.214496944207137e-06,-0.0002792928961030427,0.0002875073930472498
pq_512_m8_b8,pq_adc_exhaustive,recalibrated_compressed,0.05,pq_512_m16_b8,121736,5008,4883,4223,116068,660,785,-0.001026812118025892,-0.0016513192482092395,-0.00042694847867516707
pq_512_m8_b8,pq_adc_exhaustive,recalibrated_compressed,0.1,pq_512_m16_b8,121736,10401,10110,8862,110087,1248,1539,-0.002390418610764277,-0.0032695751462180453,-0.001560754419399356
pq_512_m8_b8,pq_adc_exhaustive,recalibrated_compressed,0.2,pq_512_m16_b8,121736,21332,21008,18875,98271,2133,2457,-0.0026614970099231123,-0.0037131579812052303,-0.0015443254255109416
pq_512_m8_b8,pq_adc_exhaustive,recalibrated_compressed,0.3,pq_512_m16_b8,121736,32662,32353,29629,86350,2724,3033,-0.0025382795557600053,-0.003811731944535716,-0.0012976851547611236
